M1\M2;TC = 0.01 s;SEN Auto;3;4;5
0.0;4.0;4.5;5.0;5.5;6.0
0.35;0.0255;0.025480000000000003;0.02554;0.02542;0.02513
0.3596774193548387;0.025560000000000003;0.02553;0.02542;0.02534;0.02503
0.3693548387096774;0.0257;0.02539;0.02539;0.02526;0.02469
0.3790322580645161;0.025840000000000002;0.02543;0.025320000000000002;0.025160000000000002;0.024531
0.3887096774193548;0.026160000000000003;0.025480000000000003;0.025240000000000002;0.024801000000000004;0.024306
0.39838709677419354;0.026510000000000002;0.02559;0.02508;0.024591;0.024069
0.4080645161290323;0.02677;0.025740000000000002;0.02501;0.024408000000000003;0.023802
0.41774193548387095;0.02695;0.02588;0.024720000000000002;0.024144;0.023385
0.4274193548387097;0.02683;0.025990000000000003;0.02454;0.023676;0.022821
0.43709677419354837;0.026560000000000004;0.02611;0.024468;0.023142000000000003;0.022125
0.4467741935483871;0.025890000000000003;0.02593;0.024198;0.022437000000000002;0.021138
0.4564516129032258;0.024426;0.02542;0.023784;0.021612;0.019803
0.4661290322580645;0.022434;0.023790000000000002;0.022773;0.020469;0.018369
0.47580645161290325;0.019653;0.021399;0.021117;0.019022999999999998;0.016644
0.4854838709677419;0.016472999999999998;0.018129;0.018453;0.0171;0.014981999999999999
0.49516129032258066;0.012975;0.014115;0.015212999999999999;0.014766;0.013041
0.5048387096774194;0.009927;0.010308;0.011418000000000001;0.011832;0.011028
0.5145161290322581;0.0075120000000000004;0.006973999999999999;0.007704000000000001;0.008859;0.008967000000000001
0.5241935483870968;0.0056240000000000005;0.004572;0.004831;0.006136;0.007
0.5338709677419355;0.0044009999999999995;0.003036;0.002863;0.0040490000000000005;0.0054009999999999996
0.5435483870967742;0.003409;0.0021341999999999997;0.0017007;0.002663;0.0041140000000000005
0.5532258064516129;0.0027140000000000003;0.0016122;0.0012483000000000001;0.0017922;0.003246
0.5629032258064517;0.0021156;0.0013248000000000001;0.0009636000000000001;0.0014796000000000002;0.00257
0.5725806451612904;0.0017643000000000001;0.001095;0.0009036;0.001224;0.002193
0.582258064516129;0.0014246999999999999;0.0009;0.0008079000000000001;0.0009873;0.0016995
0.5919354838709678;0.001224;0.0007821;0.0006617;0.0008838000000000001;0.0014253
0.6016129032258064;0.0009999;0.0006446;0.0005726;0.0006203000000000001;0.0010458
0.6112903225806452;0.0008388;0.0006074;0.0005411000000000001;0.0005841;0.0008823
0.620967741935484;0.000697;0.0005022000000000001;0.0004647;0.0005101;0.0007566
0.6306451612903226;0.0006388;0.0004966;0.00042060000000000003;0.0004737;0.0006239
0.6403225806451613;0.0005645;0.0004864;0.00038040000000000003;0.00042960000000000003;0.0005667
0.65;0.0005027;0.00038360000000000005;0.00036310000000000004;0.00034439999999999997;0.0004945
