M1\M2;TC = 0.03 s;SEN Auto;3;4
0.0;1.0;1.5;2.0;2.5
-0.7;0.053939999999999995;0.05416;0.0542;0.05439
-0.6;0.053989999999999996;0.05434;0.054360000000000006;0.054270000000000006
-0.5;0.054110000000000005;0.05439;0.05449;0.054430000000000006
-0.39999999999999997;0.05426;0.054439999999999995;0.05457000000000001;0.05454
-0.3;0.05445;0.05448000000000001;0.05475;0.054630000000000005
-0.2;0.0545;0.05475;0.05484;0.0547
-0.09999999999999998;0.05475;0.055139999999999995;0.05504;0.05459
0.0;0.038790000000000005;0.03915;0.03926;0.03926
0.09999999999999998;0.004997;0.003928;0.0036439999999999997;0.004287
0.19999999999999996;0.0020415;0.0018681000000000001;0.0017922;0.0018015000000000001
0.29999999999999993;0.0012732000000000002;0.0011589;0.0010821;0.0011622
0.3999999999999999;0.0008976000000000001;0.0008709;0.0008694000000000001;0.0008862
0.5;0.0007594;0.0007366;0.0006881;0.0007367
0.6;0.000647;0.0006561;0.000652;0.0006219999999999999
