"FTM Limite diffraction_x","FTM Limite diffraction_y","4.2_x","4.2_y","4.4_x","4.4_y","4.6_x","4.6_y"
2.774193548,0.8094960382,8.12109375,0.3503744096,8.12109375,0.3514823296,8.12109375,0.3356116958,
2.802215705,0.8075877227,8.203125,0.3448419426,8.203125,0.3458705575,8.203125,0.3306960109,
2.830237862,0.8056798913,8.28515625,0.3394341565,8.28515625,0.3404230847,8.28515625,0.3259081439,
2.85826002,0.8037725489,8.3671875,0.3342118912,8.3671875,0.3351590856,8.3671875,0.3213427688,
2.886282177,0.8018657007,8.44921875,0.3292261588,8.44921875,0.3300872017,8.44921875,0.3170749212,
2.914304334,0.7999593515,8.53125,0.3245167558,8.53125,0.3252076904,8.53125,0.3131574301,
2.942326491,0.7980535064,8.61328125,0.3201114902,8.61328125,0.3205152362,8.61328125,0.309620137,
2.970348648,0.7961481703,8.6953125,0.3160259293,8.6953125,0.3160019077,8.6953125,0.3064706867,
2.998370805,0.7942433482,8.77734375,0.312263561,8.77734375,0.3116597441,8.77734375,0.3036965099,
3.026392962,0.7923390452,8.859375,0.3088162745,8.859375,0.3074825519,8.859375,0.3012675377,
3.054415119,0.7904352662,8.94140625,0.3056650991,8.94140625,0.303466657,8.94140625,0.2991392188,
3.082437276,0.7885320163,9.0234375,0.3027811848,9.0234375,0.2996105728,9.0234375,0.2972555224,
3.110459433,0.7866293005,9.10546875,0.3001270446,9.10546875,0.2959137549,9.10546875,0.2955517704,
3.13848159,0.7847271238,9.1875,0.2976580946,9.1875,0.2923747957,9.1875,0.2939572928,
3.166503747,0.7828254912,9.26953125,0.2953245191,9.26953125,0.2889895192,9.26953125,0.2923980161,
3.194525904,0.7809244077,9.3515625,0.2930734509,9.3515625,0.2857494605,9.3515625,0.2907991316,
3.222548061,0.7790238785,9.43359375,0.2908514061,9.43359375,0.2826411332,9.43359375,0.2890879609,
3.250570218,0.7771239085,9.515625,0.288606852,9.515625,0.279646328,9.515625,0.2871970543,
3.278592375,0.7752245028,9.59765625,0.2862927399,9.59765625,0.2767434696,9.59765625,0.2850674452,
3.306614532,0.7733256664,9.6796875,0.2838688057,9.6796875,0.2739098305,9.6796875,0.2826518738,
3.334636689,0.7714274044,9.76171875,0.2813034376,9.76171875,0.2711242138,9.76171875,0.2799177119,
3.362658847,0.7695297218,9.84375,0.2785749389,9.84375,0.2683695942,9.84375,0.2768492799,
3.390681004,0.7676326238,9.92578125,0.2756720646,9.92578125,0.2656351887,9.92578125,0.27344925,
3.418703161,0.7657361153,10.0078125,0.2725937798,10.0078125,0.2629175018,10.0078125,0.2697388843,
3.446725318,0.7638402015,10.08984375,0.26934827,10.08984375,0.2602200504,10.08984375,0.265756943,
3.474747475,0.7619448875,10.171875,0.2659513103,10.171875,0.2575516976,10.171875,0.2615572223,
3.502769632,0.7600501783,10.25390625,0.2624241739,10.25390625,0.2549237691,10.25390625,0.2572048153,
3.530791789,0.758156079,10.3359375,0.2587913056,10.3359375,0.2523463676,10.3359375,0.2527713433,
3.558813946,0.7562625947,10.41796875,0.255078014,10.41796875,0.2498244806,10.41796875,0.2483295399,
3.586836103,0.7543697305,10.5,0.2513084213,10.5,0.2473545706,10.5,0.2439476848,
3.61485826,0.7524774916,10.58203125,0.2475038669,10.58203125,0.2449223046,10.58203125,0.2396844412,
3.642880417,0.750585883,10.6640625,0.2436818914,10.6640625,0.2425019234,10.6640625,0.235584639,
3.670902574,0.7486949099,10.74609375,0.2398558337,10.74609375,0.2400574894,10.74609375,0.2316764418,
3.698924731,0.7468045774,10.828125,0.2360349867,10.828125,0.2375459365,10.828125,0.2279701542,
3.726946888,0.7449148906,10.91015625,0.2322251769,10.91015625,0.2349215452,10.91015625,0.2244586913,
3.754969045,0.7430258547,10.9921875,0.2284295865,10.9921875,0.2321412343,10.9921875,0.2211194956,
3.782991202,0.7411374747,11.07421875,0.2246496243,11.07421875,0.2291699434,11.07421875,0.217917498,
3.811013359,0.739249756,11.15625,0.2208856781,11.15625,0.2259853806,11.15625,0.2148086313,
3.839035516,0.7373627035,11.23828125,0.2171376393,11.23828125,0.2225815118,11.23828125,0.2117434104,
3.867057674,0.7354763225,11.3203125,0.2134051634,11.3203125,0.2189703484,11.3203125,0.2086702058,
3.895079831,0.7335906181,11.40234375,0.2096877044,11.40234375,0.2151818069,11.40234375,0.2055379924,
3.923101988,0.7317055955,11.484375,0.2059844213,11.484375,0.2112616553,11.484375,0.2022985245,
3.951124145,0.7298212599,11.56640625,0.2022940852,11.56640625,0.2072677962,11.56640625,0.1989080259,
3.979146302,0.7279376165,11.6484375,0.1986151105,11.6484375,0.2032653584,11.6484375,0.1953285629,
4.007168459,0.7260546704,11.73046875,0.1949457955,11.73046875,0.1993212488,11.73046875,0.1915292815,
4.035190616,0.7241724269,11.8125,0.1912847954,11.8125,0.1954989213,11.8125,0.1874876505,
4.063212773,0.7222908912,11.89453125,0.1876317737,11.89453125,0.191854122,11.89453125,0.1831907673,
4.09123493,0.7204100685,11.9765625,0.1839881085,11.9765625,0.1884322287,11.9765625,0.1786366915,
4.119257087,0.7185299639,12.05859375,0.1803574828,12.05859375,0.1852675237,12.05859375,0.1738356769,
4.147279244,0.7166505827,12.140625,0.1767461759,12.140625,0.1823843519,12.140625,0.1688111171,
4.175301401,0.7147719302,12.22265625,0.1731628974,12.22265625,0.1797997035,12.22265625,0.1635999908,
4.203323558,0.7128940116,12.3046875,0.1696180772,12.3046875,0.1775264145,12.3046875,0.1582526166,
4.231345715,0.7110168322,12.38671875,0.166122617,12.38671875,0.1755760022,12.38671875,0.1528315869,
4.259367872,0.7091403971,12.46875,0.1626862265,12.46875,0.1739601879,12.46875,0.1474098505,
4.287390029,0.7072647116,12.55078125,0.1593155702,12.55078125,0.1726904319,12.55078125,0.1420680303,
4.315412186,0.705389781,12.6328125,0.1560125271,12.6328125,0.1717752575,12.6328125,0.1368911943,
4.343434343,0.7035156107,12.71484375,0.1527728936,12.71484375,0.1712156911,12.71484375,0.131965403,
4.3714565,0.7016422057,12.796875,0.1495858166,12.796875,0.1709996747,12.796875,0.1273744172,
4.399478658,0.6997695716,12.87890625,0.1464341453,12.87890625,0.1710966693,12.87890625,0.123196922,
4.427500815,0.6978977134,12.9609375,0.1432957395,12.9609375,0.1714537527,12.9609375,0.119504485,
4.455522972,0.6960266366,13.04296875,0.1401456088,13.04296875,0.1719942698,13.04296875,0.1163602196,
4.483545129,0.6941563465,13.125,0.1369586103,13.125,0.1726195851,13.125,0.1138178246,
4.511567286,0.6922868483,13.20703125,0.1337123379,13.20703125,0.1732138596,13.20703125,0.1119204272,
4.539589443,0.6904181474,13.2890625,0.1303898069,13.2890625,0.1736512208,13.2890625,0.1106986033,
4.5676116,0.6885502491,13.37109375,0.1269815702,13.37109375,0.1738043524,13.37109375,0.1101671986,
4.595633757,0.6866831587,13.453125,0.123486999,13.453125,0.1735534342,13.453125,0.1103210971,
4.623655914,0.6848168817,13.53515625,0.1199145808,13.53515625,0.1727944793,13.53515625,0.1111307204,
4.651678071,0.6829514233,13.6171875,0.116281231,13.6171875,0.1714463442,13.6171875,0.1125384887,
4.679700228,0.6810867889,13.69921875,0.11261075,13.69921875,0.1694559551,13.69921875,0.1144575013,
4.707722385,0.679222984,13.78125,0.1089316794,13.78125,0.1668015275,13.78125,0.1167732468,
4.735744542,0.6773600137,13.86328125,0.1052748944,13.86328125,0.1634937515,13.86328125,0.119348443,
4.763766699,0.6754978837,13.9453125,0.1016713152,13.9453125,0.1595750525,13.9453125,0.1220304383,
4.791788856,0.6736365992,14.02734375,0.0981500982,14.02734375,0.1551171411,14.02734375,0.1246602118,
4.819811013,0.6717761656,14.109375,0.09473758473,14.109375,0.1502171416,14.109375,0.1270819303,
4.84783317,0.6699165884,14.19140625,0.09145713537,14.19140625,0.1449926394,14.19140625,0.1291521589,
4.875855327,0.6680578729,14.2734375,0.08832978578,14.2734375,0.1395760239,14.2734375,0.1307480397,
4.903877485,0.6662000247,14.35546875,0.08537545715,14.35546875,0.134108517,14.35546875,0.1317739506,
4.931899642,0.6643430491,14.4375,0.08261428884,14.4375,0.1287342476,14.4375,0.1321662967,
4.959921799,0.6624869515,14.51953125,0.08006757481,14.51953125,0.1235946708,14.51953125,0.1318961753,
4.987943956,0.6606317375,14.6015625,0.07775781432,14.6015625,0.1188234972,14.6015625,0.1309697112,
5.015966113,0.6587774125,14.68359375,0.07570754622,14.68359375,0.1145421363,14.68359375,0.1294259185,
5.04398827,0.656923982,14.765625,0.0739369171,14.765625,0.1108554792,14.765625,0.1273320329,
5.072010427,0.6550714514,14.84765625,0.07246029103,14.84765625,0.1078477494,14.84765625,0.1247764058,
5.100032584,0.6532198262,14.9296875,0.07128255633,14.9296875,0.105578211,14.9296875,0.1218592888,
5.128054741,0.651369112,15.01171875,0.07039599984,15.01171875,0.1040768038,15.01171875,0.1186821673,
5.156076898,0.6495193142,15.09375,0.06977858626,15.09375,0.1033401938,15.09375,0.1153367046,
5.184099055,0.6476704383,15.17578125,0.06939416282,15.17578125,0.1033291049,15.17578125,0.1118947315,
5.212121212,0.6458224899,15.2578125,0.06919459902,15.2578125,0.1039678615,15.2578125,0.1084009177,
5.240143369,0.6439754746,15.33984375,0.0691233583,15.33984375,0.1051467407,15.33984375,0.1048696025,
5.268165526,0.6421293977,15.421875,0.06911967702,15.421875,0.1067271173,15.421875,0.1012866855,
5.296187683,0.640284265,15.50390625,0.0691224864,15.50390625,0.1085487935,15.50390625,0.09761655287,
5.32420984,0.638440082,15.5859375,0.06907341847,15.5859375,0.1104385897,15.5859375,0.09381304578,
5.352231997,0.6365968541,15.66796875,0.0689185713,15.66796875,0.1122192724,15.66796875,0.08983277358,
5.380254154,0.6347545871,15.75,0.06860905366,15.75,0.1137181141,15.75,0.08564884704,
5.408276312,0.6329132865,15.83203125,0.06810060509,15.83203125,0.1147746442,15.83203125,0.08126331467,
5.436298469,0.6310729579,15.9140625,0.06735275824,15.9140625,0.1152473622,15.9140625,0.07671700232,
5.464320626,0.6292336069,15.99609375,0.06632807122,15.99609375,0.1150193191,15.99609375,0.07209576768,
5.492342783,0.6273952392,16.078125,0.06499191603,16.078125,0.1140025379,16.078125,0.06753209686,
5.52036494,0.6255578603,16.16015625,0.06331318737,16.16015625,0.1121412853,16.16015625,0.06320031508,
5.548387097,0.6237214759,16.2421875,0.06126612065,16.2421875,0.1094142266,16.2421875,0.05930263379,
5.576409254,0.6218860917,16.32421875,0.05883321924,16.32421875,0.1058355304,16.32421875,0.05604289593,
5.604431411,0.6200517133,16.40625,0.05600912443,16.40625,0.1014550246,16.40625,0.05358765939,
5.632453568,0.6182183464,16.48828125,0.05280514882,16.48828125,0.09635754139,16.48828125,0.05202239758,
5.660475725,0.6163859967,16.5703125,0.04925414772,16.5703125,0.09066161767,16.5703125,0.05132071058,
5.688497882,0.6145546699,16.65234375,0.04541540768,16.65234375,0.08451770488,16.65234375,0.05134500095,
5.716520039,0.6127243716,16.734375,0.04137922537,16.734375,0.07810594008,16.734375,0.05188111489,
5.744542196,0.6108951076,16.81640625,0.03727066518,16.81640625,0.0716332348,16.81640625,0.05268979219,
5.772564353,0.6090668837,16.8984375,0.03325122574,16.8984375,0.06532877387,16.8984375,0.05355314096,
5.80058651,0.6072397055,16.98046875,0.02951503683,16.98046875,0.05943578642,16.98046875,0.05430457845,
5.828608667,0.6054135788,17.0625,0.0262719792,17.0625,0.05419575151,17.0625,0.05484206568,
5.856630824,0.6035885093,17.14453125,0.02370596456,17.14453125,0.0498203255,17.14453125,0.05512926819,
5.884652981,0.6017645029,17.2265625,0.02190423848,17.2265625,0.04644975695,17.2265625,0.05518890939,
5.912675138,0.5999415653,17.30859375,0.0207875192,17.30859375,0.04410798031,17.30859375,0.05509066735,
5.940697296,0.5981197023,17.390625,0.02010190095,17.390625,0.04267840579,17.390625,0.05493458296,
5.968719453,0.5962989197,17.47265625,0.01949250868,17.47265625,0.04192185647,17.47265625,0.05483077541,
5.99674161,0.5944792233,17.5546875,0.01860162975,17.5546875,0.04153154992,17.5546875,0.05487730687,
6.024763767,0.592660619,17.63671875,0.01713214256,17.63671875,0.04119578478,17.63671875,0.05513972568,
6.052785924,0.5908431125,17.71875,0.01486915449,17.71875,0.0406425209,17.71875,0.055636881,
6.080808081,0.5890267099,17.80078125,0.01167926148,17.80078125,0.03965977932,17.80078125,0.05633668065,
6.108830238,0.5872114168,17.8828125,0.007503040004,17.8828125,0.03809900026,17.8828125,0.05716242563,
6.136852395,0.5853972392,17.96484375,0.002348432171,17.96484375,0.03587034519,17.96484375,0.05800685493,
6.164874552,0.583584183,18.046875,0.003730196351,18.046875,0.03293585346,18.046875,0.05874916681,
6.192896709,0.581772254,18.12890625,0.01060150874,18.12890625,0.02930344554,18.12890625,0.05927072711,
6.220918866,0.5799614583,18.2109375,0.01811356202,18.2109375,0.02502362292,18.2109375,0.0594669794,
6.248941023,0.5781518016,18.29296875,0.02606883218,18.29296875,0.02019231633,18.29296875,0.05925490974,
6.27696318,0.57634329,18.375,0.03424301285,18.375,0.0149735489,18.375,0.05857659394,
6.304985337,0.5745359294,18.45703125,0.04239394153,18.45703125,0.009717701328,18.45703125,0.05739985465,
6.333007494,0.5727297258,18.5390625,0.05027190639,18.5390625,0.005737889545,18.5390625,0.05571714557,
6.361029651,0.5709246851,18.62109375,0.05763045787,18.62109375,0.006931913854,18.62109375,0.05354370505,
6.389051808,0.5691208134,18.703125,0.06423733948,18.703125,0.01186818124,18.703125,0.05091591798,
6.417073965,0.5673181166,18.78515625,0.06988514538,18.78515625,0.01745330908,18.78515625,0.04789074322,
6.445096123,0.5655166007,18.8671875,0.07440130349,18.8671875,0.02292046221,18.8671875,0.04454701001,
6.47311828,0.5637162718,18.94921875,0.07765699477,18.94921875,0.02798357347,18.94921875,0.04098932433,
6.501140437,0.561917136,19.03125,0.07957464975,19.03125,0.03246444099,19.03125,0.03735509289,
6.529162594,0.5601191992,19.11328125,0.08013370583,19.11328125,0.03623113955,19.11328125,0.03382420273,
6.557184751,0.5583224676,19.1953125,0.07937434948,19.1953125,0.03918581985,19.1953125,0.03062764713,
6.585206908,0.5565269473,19.27734375,0.07739897844,19.27734375,0.04126328881,19.27734375,0.02804322728,
6.613229065,0.5547326442,19.359375,0.07437105186,19.359375,0.04243214754,19.359375,0.02635464754,
6.641251222,0.5529395647,19.44140625,0.07051076513,19.44140625,0.04269609409,19.44140625,0.02575640292,
6.669273379,0.5511477147,19.5234375,0.06608646779,19.5234375,0.04209447765,19.5234375,0.02624586113,
6.697295536,0.5493571004,19.60546875,0.06139984805,19.60546875,0.04070165024,19.60546875,0.02760257749,
6.725317693,0.547567728,19.6875,0.0567618448,19.6875,0.03862481644,19.6875,0.02948180208,
6.75333985,0.5457796037,19.76953125,0.05245617273,19.76953125,0.03600009891,19.76953125,0.03153158277,
6.781362007,0.5439927336,19.8515625,0.04869092808,19.8515625,0.03298644933,19.8515625,0.03346092616,
6.809384164,0.5422071239,19.93359375,0.04554848285,19.93359375,0.02975683729,19.93359375,0.03506256373,
6.837406321,0.5404227809,20.015625,0.04295574951,20.015625,0.02648591407,20.015625,0.03621779746,
6.865428478,0.5386397108,20.09765625,0.04069667786,20.09765625,0.02333341471,20.09765625,0.03690002629,
6.893450635,0.5368579198,20.1796875,0.03846763643,20.1796875,0.02042387974,20.1796875,0.03718147246,
6.921472792,0.5350774142,20.26171875,0.03595119859,20.26171875,0.0178273782,20.26171875,0.0372401152,
6.949494949,0.5332982002,20.34375,0.0328800208,20.34375,0.01555324819,20.34375,0.03735681316,
6.977517107,0.5315202843,20.42578125,0.02907915529,20.42578125,0.01357567278,20.42578125,0.03788497179,
7.005539264,0.5297436726,20.5078125,0.007323652683,20.5078125,0.003560855023,20.5078125,0.0117133636,
7.033561421,0.5279683715,20.58984375,0.005678520481,20.58984375,0.003170669261,20.58984375,0.01224303169,
7.061583578,0.5261943873,20.671875,0.004002406239,20.671875,0.003069545173,20.671875,0.01306298905,
7.089605735,0.5244217264,20.75390625,0.002719998174,20.75390625,0.003402430065,20.75390625,0.01411669819,
7.117627892,0.5226503952,20.8359375,0.002836688438,20.8359375,0.004187145497,20.8359375,0.01530928567,
7.145650049,0.5208804001,20.91796875,0.004293896276,20.91796875,0.005319233097,20.91796875,0.01653221941,
7.173672206,0.5191117474,21,0.006136523123,21,0.006677384952,21,0.01768108011,
7.201694363,0.5173444436,21.08203125,0.007966152798,21.08203125,0.008161208749,21.08203125,0.01866553629,
7.22971652,0.5155784951,21.1640625,0.009620993899,21.1640625,0.009686545774,21.1640625,0.01941452283,
7.257738677,0.5138139084,21.24609375,0.01100593858,21.24609375,0.01117849793,21.24609375,0.01987924575,
7.285760834,0.5120506899,21.328125,0.01205602313,21.328125,0.01256891571,21.328125,0.02003539254,
7.313782991,0.5102888463,21.41015625,0.01272809288,21.41015625,0.01379682444,21.41015625,0.01988507994,
7.341805148,0.5085283838,21.4921875,0.012998858,21.4921875,0.01481025793,21.4921875,0.01945861478,
7.369827305,0.5067693092,21.57421875,0.01286429836,21.57421875,0.01556866804,21.57421875,0.01881577496,
7.397849462,0.5050116289,21.65625,0.01233899003,21.65625,0.01604550353,21.65625,0.01804568797,
7.425871619,0.5032553495,21.73828125,0.01145489923,21.73828125,0.01623077476,21.73828125,0.01726317152,
