"FTM Limite diffraction_x","FTM Limite diffraction_y","7.0_x","7.0_y"
6.409579668,0.5529395647,4.62890625,0.6611566117,
6.436624308,0.5511477147,4.6484375,0.6593982866,
6.463668948,0.5493571004,4.66796875,0.6576431839,
6.490713587,0.547567728,4.6875,0.6558913148,
6.517758227,0.5457796037,4.70703125,0.6541426903,
6.544802867,0.5439927336,4.7265625,0.6523973205,
6.571847507,0.5422071239,4.74609375,0.6506552153,
6.598892147,0.5404227809,4.765625,0.648916384,
6.625936787,0.5386397108,4.78515625,0.6471808356,
6.652981427,0.5368579198,4.8046875,0.6454485784,
6.680026067,0.5350774142,4.82421875,0.6437196207,
6.707070707,0.5332982002,4.84375,0.6419939701,
6.734115347,0.5315202843,4.86328125,0.640271634,
6.761159987,0.5297436726,4.8828125,0.6385526195,
6.788204627,0.5279683715,4.90234375,0.6368369333,
6.815249267,0.5261943873,4.921875,0.6351245819,
6.842293907,0.5244217264,4.94140625,0.6334155715,
6.869338547,0.5226503952,4.9609375,0.6317099079,
6.896383187,0.5208804001,4.98046875,0.6300075971,
6.923427827,0.5191117474,5,0.6283086445,
6.950472467,0.5173444436,5.01953125,0.6266130554,
6.977517107,0.5155784951,5.0390625,0.6249208352,
7.004561746,0.5138139084,5.05859375,0.6232319888,
7.031606386,0.5120506899,5.078125,0.6215465213,
7.058651026,0.5102888463,5.09765625,0.6198644374,
7.085695666,0.5085283838,5.1171875,0.618185742,
7.112740306,0.5067693092,5.13671875,0.6165104398,
7.139784946,0.5050116289,5.15625,0.6148385354,
7.166829586,0.5032553495,5.17578125,0.6131700335,
7.193874226,0.5015004775,5.1953125,0.6115049387,
7.220918866,0.4997470197,5.21484375,0.6098432557,
7.247963506,0.4979949825,5.234375,0.6081849893,
7.275008146,0.4962443727,5.25390625,0.606530144,
7.302052786,0.4944951968,5.2734375,0.6048787248,
7.329097426,0.4927474616,5.29296875,0.6032307365,
7.356142066,0.4910011738,5.3125,0.6015861841,
7.383186706,0.48925634,5.33203125,0.5999450726,
7.410231346,0.4875129671,5.3515625,0.5983074074,
7.437275986,0.4857710617,5.37109375,0.5966731936,
7.464320626,0.4840306306,5.390625,0.595042437,
7.491365266,0.4822916806,5.41015625,0.593415143,
7.518409906,0.4805542186,5.4296875,0.5917913177,
7.545454545,0.4788182513,5.44921875,0.5901709671,
7.572499185,0.4770837857,5.46875,0.5885540974,
7.599543825,0.4753508286,5.48828125,0.5869407151,
7.626588465,0.4736193868,5.5078125,0.5853308271,
7.653633105,0.4718894674,5.52734375,0.5837244402,
7.680677745,0.4701610772,5.546875,0.5821215618,
7.707722385,0.4684342232,5.56640625,0.5805221993,
7.734767025,0.4667089124,5.5859375,0.5789263605,
7.761811665,0.4649851517,5.60546875,0.5773340536,
7.788856305,0.4632629483,5.625,0.5757452869,
7.815900945,0.4615423092,5.64453125,0.5741600692,
7.842945585,0.4598232414,5.6640625,0.5725784094,
7.869990225,0.4581057521,5.68359375,0.571000317,
7.897034865,0.4563898483,5.703125,0.5694258016,
7.924079505,0.4546755372,5.72265625,0.5678548734,
7.951124145,0.4529628259,5.7421875,0.5662875426,
7.978168785,0.4512517217,5.76171875,0.5647238201,
8.005213425,0.4495422317,5.78125,0.563163717,
8.032258065,0.4478343632,5.80078125,0.5616072449,
8.059302704,0.4461281235,5.8203125,0.5600544156,
8.086347344,0.4444235198,5.83984375,0.5585052415,
8.113391984,0.4427205595,5.859375,0.5569597352,
8.140436624,0.4410192498,5.87890625,0.5554179098,
8.167481264,0.4393195982,5.8984375,0.5538797789,
8.194525904,0.437621612,5.91796875,0.5523453564,
8.221570544,0.4359252987,5.9375,0.5508146565,
8.248615184,0.4342306656,5.95703125,0.5492876941,
8.275659824,0.4325377203,5.9765625,0.5477644844,
8.302704464,0.4308464702,5.99609375,0.5462450428,
8.329749104,0.4291569229,6.015625,0.5447293856,
8.356793744,0.4274690858,6.03515625,0.5432175291,
8.383838384,0.4257829667,6.0546875,0.5417094902,
8.410883024,0.424098573,6.07421875,0.5402052864,
8.437927664,0.4224159124,6.09375,0.5387049354,
8.464972304,0.4207349926,6.11328125,0.5372084555,
8.492016944,0.4190558212,6.1328125,0.5357158653,
8.519061584,0.417378406,6.15234375,0.534227184,
8.546106224,0.4157027547,6.171875,0.5327424311,
8.573150863,0.4140288751,6.19140625,0.5312616268,
8.600195503,0.412356775,6.2109375,0.5297847913,
8.627240143,0.4106864622,6.23046875,0.5283119458,
8.654284783,0.4090179446,6.25,0.5268431115,
8.681329423,0.40735123,6.26953125,0.5253783104,
8.708374063,0.4056863265,6.2890625,0.5239175646,
8.735418703,0.4040232419,6.30859375,0.5224608968,
8.762463343,0.4023619843,6.328125,0.5210083303,
8.789507983,0.4007025617,6.34765625,0.5195598887,
8.816552623,0.3990449821,6.3671875,0.5181155961,
8.843597263,0.3973892536,6.38671875,0.5166754768,
8.870641903,0.3957353843,6.40625,0.5152395559,
8.897686543,0.3940833825,6.42578125,0.5138078588,
8.924731183,0.3924332562,6.4453125,0.5123804113,
8.951775823,0.3907850137,6.46484375,0.5109572395,
8.978820463,0.3891386633,6.484375,0.5095383704,
9.005865103,0.3874942133,6.50390625,0.5081238308,
9.032909743,0.3858516719,6.5234375,0.5067136485,
9.059954383,0.3842110476,6.54296875,0.5053078513,
9.086999022,0.3825723487,6.5625,0.5039064678,
9.114043662,0.3809355837,6.58203125,0.5025095265,
9.141088302,0.379300761,6.6015625,0.501117057,
9.168132942,0.3776678893,6.62109375,0.4997290886,
9.195177582,0.3760369769,6.640625,0.4983456516,
9.222222222,0.3744080325,6.66015625,0.4969667764,
9.249266862,0.3727810648,6.6796875,0.4955924938,
9.276311502,0.3711560823,6.69921875,0.4942228351,
9.303356142,0.3695330938,6.71875,0.4928578319,
9.330400782,0.3679121081,6.73828125,0.4914975163,
9.357445422,0.3662931339,6.7578125,0.4901419208,
9.384490062,0.3646761801,6.77734375,0.488791078,
9.411534702,0.3630612554,6.796875,0.4874450213,
9.438579342,0.361448369,6.81640625,0.4861037842,
9.465623982,0.3598375295,6.8359375,0.4847674006,
9.492668622,0.3582287462,6.85546875,0.4834359049,
9.519713262,0.356622028,6.875,0.4821093316,
9.546757902,0.355017384,6.89453125,0.4807877158,
9.573802542,0.3534148233,6.9140625,0.4794710928,
9.600847181,0.3518143552,6.93359375,0.4781594984,
9.627891821,0.3502159887,6.953125,0.4768529687,
9.654936461,0.3486197333,6.97265625,0.47555154,
9.681981101,0.3470255982,6.9921875,0.474255249,
9.709025741,0.3454335927,7.01171875,0.4729641328,
9.736070381,0.3438437263,7.03125,0.4716782288,
9.763115021,0.3422560084,7.05078125,0.4703975747,
9.790159661,0.3406704486,7.0703125,0.4691222085,
9.817204301,0.3390870564,7.08984375,0.4678521684,
9.844248941,0.3375058414,7.109375,0.4665874932,
9.871293581,0.3359268133,7.12890625,0.4653282218,
9.898338221,0.3343499817,7.1484375,0.4640743933,
9.925382861,0.3327753565,7.16796875,0.4628260473,
9.952427501,0.3312029475,7.1875,0.4615832236,
9.979472141,0.3296327644,7.20703125,0.4603459622,
10.00651678,0.3280648174,7.2265625,0.4591143035,
10.03356142,0.3264991163,7.24609375,0.4578882881,
10.06060606,0.3249356711,7.265625,0.4566679569,
10.0876507,0.3233744921,7.28515625,0.455453351,
10.11469534,0.3218155893,7.3046875,0.4542445118,
10.14173998,0.3202589729,7.32421875,0.4530414809,
10.16878462,0.3187046532,7.34375,0.4518443003,
10.19582926,0.3171526406,7.36328125,0.450653012,
10.2228739,0.3156029455,7.3828125,0.4494676585,
10.24991854,0.3140555782,7.40234375,0.4482882823,
10.27696318,0.3125105494,7.421875,0.4471149262,
10.30400782,0.3109678696,7.44140625,0.4459476333,
10.33105246,0.3094275494,7.4609375,0.4447864468,
10.3580971,0.3078895996,7.48046875,0.4436314101,
10.38514174,0.3063540309,7.5,0.442482567,
10.41218638,0.3048208543,7.51953125,0.4413399613,
10.43923102,0.3032900806,7.5390625,0.440203637,
10.46627566,0.3017617207,7.55859375,0.4390736383,
10.4933203,0.3002357859,7.578125,0.4379500098,
10.52036494,0.2987122871,7.59765625,0.436832796,
10.54740958,0.2971912357,7.6171875,0.4357220417,
10.57445422,0.2956726428,7.63671875,0.4346177918,
10.60149886,0.2941565198,7.65625,0.4335200914,
10.6285435,0.2926428783,7.67578125,0.4324289857,
10.65558814,0.2911317296,7.6953125,0.4313445203,
10.68263278,0.2896230854,7.71484375,0.4302667406,
10.70967742,0.2881169573,7.734375,0.4291956923,
10.73672206,0.2866133571,7.75390625,0.4281314214,
10.7637667,0.2851122966,7.7734375,0.4270739736,
10.79081134,0.2836137877,7.79296875,0.4260233951,
10.81785598,0.2821178425,7.8125,0.4249797321,
10.84490062,0.2806244731,7.83203125,0.4239430309,
10.87194526,0.2791336915,7.8515625,0.422913338,
10.8989899,0.2776455102,7.87109375,0.4218906997,
10.92603454,0.2761599414,7.890625,0.4208751628,
10.95307918,0.2746769976,7.91015625,0.4198667739,
10.98012382,0.2731966914,7.9296875,0.4188655798,
11.00716846,0.2717190354,7.94921875,0.4178716273,
11.0342131,0.2702440423,7.96875,0.4168849634,
11.06125774,0.2687717251,7.98828125,0.4159056351,
11.08830238,0.2673020967,8.0078125,0.4149336892,
11.11534702,0.26583517,8.02734375,0.4139691731,
11.14239166,0.2643709584,8.046875,0.4130121336,
11.1694363,0.262909475,8.06640625,0.4120626182,
11.19648094,0.2614507333,8.0859375,0.4111206738,
11.22352558,0.2599947467,8.10546875,0.4101863477,
11.25057022,0.2585415289,8.125,0.4092596871,
11.27761486,0.2570910936,8.14453125,0.4083407392,
11.3046595,0.2556434545,8.1640625,0.4074295514,
11.33170414,0.2541986258,8.18359375,0.4065261707,
11.35874878,0.2527566215,8.203125,0.4056306443,
11.38579342,0.2513174558,8.22265625,0.4047430195,
11.41283806,0.249881143,8.2421875,0.4038633434,
11.4398827,0.2484476977,8.26171875,0.402991663,
11.46692734,0.2470171344,8.28125,0.4021280255,
11.49397198,0.245589468,8.30078125,0.4012724778,
11.52101662,0.2441647133,8.3203125,0.4004250667,
11.54806126,0.2427428854,8.33984375,0.3995858393,
11.5751059,0.2413239994,8.359375,0.3987548422,
11.60215054,0.2399080707,8.37890625,0.3979321221,
11.62919518,0.2384951148,8.3984375,0.3971177255,
11.65623982,0.2370851474,8.41796875,0.396311699,
11.68328446,0.2356781842,8.4375,0.3955140889,
11.7103291,0.2342742413,8.45703125,0.3947249413,
11.73737374,0.2328733348,8.4765625,0.3939443024,
11.76441838,0.231475481,8.49609375,0.393172218,
11.79146302,0.2300806964,8.515625,0.392408734,
11.81850766,0.2286889978,8.53515625,0.3916538959,
11.8455523,0.227300402,8.5546875,0.390907749,
11.87259694,0.225914926,8.57421875,0.3901703388,
11.89964158,0.2245325872,8.59375,0.38944171,
11.92668622,0.2231534029,8.61328125,0.3887219076,
11.95373086,0.221777391,8.6328125,0.3880109762,
11.9807755,0.2204045692,8.65234375,0.3873089601,
12.00782014,0.2190349558,8.671875,0.3866159033,
12.03486478,0.2176685689,8.69140625,0.3859318498,
12.06190942,0.2163054273,8.7109375,0.3852568432,
12.08895406,0.2149455497,8.73046875,0.3845909266,
12.1159987,0.2135889551,8.75,0.3839341432,
12.14304334,0.212235663,8.76953125,0.3832865357,
12.17008798,0.2108856928,8.7890625,0.3826481465,
12.19713262,0.2095390645,8.80859375,0.3820190175,
12.22417726,0.2081957982,8.828125,0.3813991907,
12.2512219,0.2068559142,8.84765625,0.3807887073,
12.27826654,0.2055194333,8.8671875,0.3801876084,
12.30531118,0.2041863766,8.88671875,0.3795959347,
12.33235582,0.2028567653,8.90625,0.3790137264,
12.35940046,0.2015306212,8.92578125,0.3784410234,
12.3864451,0.2002079664,8.9453125,0.3778778651,
12.41348974,0.198888823,8.96484375,0.3773242906,
12.44053438,0.1975732141,8.984375,0.3767803385,
12.46757902,0.1962611626,9.00390625,0.376246047,
12.49462366,0.1949526921,9.0234375,0.3757214537,
12.5216683,0.1936478265,9.04296875,0.3752065958,
12.54871294,0.1923465903,9.0625,0.3747015102,
12.57575758,0.1910490083,9.08203125,0.3742062331,
12.60280222,0.1897551057,9.1015625,0.3737208001,
12.62984686,0.1884649085,9.12109375,0.3732452465,
12.6568915,0.1871784428,9.140625,0.372779607,
12.68393614,0.1858957356,9.16015625,0.3723239157,
12.71098078,0.1846168142,9.1796875,0.3718782062,
12.73802542,0.1833417068,9.19921875,0.3714425114,
12.76507006,0.1820704418,9.21875,0.3710168638,
12.7921147,0.1808030486,9.23828125,0.3706012953,
12.81915934,0.1795395572,9.2578125,0.3701958369,
12.84620398,0.1782799983,9.27734375,0.3698005194,
12.87324862,0.1770244034,9.296875,0.3694153726,
12.90029326,0.1757728046,9.31640625,0.369040426,
12.9273379,0.1745252353,9.3359375,0.3686757081,
12.95438254,0.1732817295,9.35546875,0.368321247,
12.98142717,0.1720423223,9.375,0.36797707,
13.00847181,0.1708070496,9.39453125,0.3676432037,
13.03551645,0.1695759489,9.4140625,0.367319674,
13.06256109,0.1683490585,9.43359375,0.3670065063,
13.08960573,0.1671264182,9.453125,0.366703725,
13.11665037,0.165908069,9.47265625,0.3664113539,
13.14369501,0.1646940537,9.4921875,0.3661294161,
13.17073965,0.1634844165,9.51171875,0.3658579338,
13.19778429,0.1622792034,9.53125,0.3655969286,
13.22482893,0.1610784626,9.55078125,0.3653464212,
13.25187357,0.1598822442,9.5703125,0.3651064317,
13.27891821,0.1586906008,9.58984375,0.3648769793,
13.30596285,0.1575035876,9.609375,0.3646580823,
13.33300749,0.1563212627,9.62890625,0.3644497585,
13.36005213,0.1551436878,9.6484375,0.3642520246,
13.38709677,0.1539709279,9.66796875,0.3640648966,
13.41414141,0.1528030526,9.6875,0.3638883897,
13.44118605,0.1516401363,9.70703125,0.3637225183,
13.46823069,0.1504822592,9.7265625,0.3635672957,
13.49527533,0.1493295079,9.74609375,0.3634227348,
13.52231997,0.1481819774,9.765625,0.3632888474,
13.54936461,0.1470397718,9.78515625,0.3631656443,
13.57640925,0.1459030072,9.8046875,0.3630531357,
13.60345389,0.1447718144,9.82421875,0.3629513309,
13.63049853,0.1436463429,9.84375,0.3628602382,
13.65754317,0.1425267668,9.86328125,0.3627798652,
13.68458781,0.1414132945,9.8828125,0.3627102184,
13.71163245,0.1403061829,9.90234375,0.3626513037,
13.73867709,0.1392057637,9.921875,0.3626031259,
13.76572173,0.1381124952,9.94140625,0.362565689,
13.79276637,0.1370270857,9.9609375,0.3625389961,
13.81981101,0.1359477812,9.98046875,0.3625230495,
13.84685565,0.1348884755, , ,
13.87390029,0.1338328638, , ,
13.90094493,0.1327809752, , ,
13.92798957,0.1317328392, , ,
13.95503421,0.130688486, , ,
13.98207885,0.1296479468, , ,
14.00912349,0.1286112532, , ,
14.03616813,0.127578438, , ,
14.06321277,0.1265495346, , ,
14.09025741,0.1255245776, , ,
14.11730205,0.1245036023, , ,
14.14434669,0.1234866452, , ,
14.17139133,0.1224737439, , ,
14.19843597,0.1214649372, , ,
14.22548061,0.120460265, , ,
14.25252525,0.1194597689, , ,
