M1\M2;TC = 0.03 s;SEN Auto;3;4
0.0;0.0;0.5;1.0;1.5
-0.3;0.058870000000000006;0.056639999999999996;0.05649;0.056530000000000004
-0.29;0.05791;0.0567;0.05655;0.05655
-0.27999999999999997;0.057370000000000004;0.05668000000000001;0.05655;0.05656
-0.27;0.05706;0.05669;0.0566;0.05661
-0.26;0.05685;0.05669;0.056589999999999994;0.0566
-0.25;0.056760000000000005;0.05673000000000001;0.05663000000000001;0.05661
-0.24;0.05666;0.05674;0.056589999999999994;0.05661
-0.22999999999999998;0.05666;0.05673000000000001;0.05663000000000001;0.0566
-0.21999999999999997;0.05669;0.05674;0.05665;0.05657
-0.21;0.05665;0.05674;0.056670000000000005;0.05657
-0.19999999999999998;0.0567;0.056780000000000004;0.05669;0.056580000000000005
-0.19;0.05669;0.05679;0.05668000000000001;0.05661
-0.18;0.0567;0.056760000000000005;0.05671;0.05661
-0.16999999999999998;0.05668000000000001;0.056870000000000004;0.05671;0.05661
-0.15999999999999998;0.056670000000000005;0.05685;0.056720000000000007;0.05661
-0.15;0.05673000000000001;0.056830000000000006;0.05677000000000001;0.05663000000000001
-0.13999999999999999;0.05671;0.056830000000000006;0.056760000000000005;0.056589999999999994
-0.12999999999999998;0.056720000000000007;0.056830000000000006;0.05677000000000001;0.05663000000000001
-0.12;0.056760000000000005;0.05682;0.056760000000000005;0.056639999999999996
-0.10999999999999999;0.05686;0.056889999999999996;0.05679;0.05657
-0.09999999999999998;0.056889999999999996;0.05688000000000001;0.05679;0.056639999999999996
-0.09;0.05694;0.05695;0.05674;0.05657
-0.07999999999999999;0.057030000000000004;0.05697000000000001;0.056720000000000007;0.05654
-0.06999999999999998;0.057089999999999995;0.05698000000000001;0.05675;0.056580000000000005
-0.06;0.05707;0.05705;0.05675;0.056530000000000004
-0.04999999999999999;0.05707;0.057080000000000006;0.05677000000000001;0.05649
-0.03999999999999998;0.057;0.0571;0.056830000000000006;0.056510000000000005
-0.02999999999999997;0.05693000000000001;0.057139999999999996;0.05688000000000001;0.0566
-0.019999999999999962;0.0567;0.057080000000000006;0.05698000000000001;0.05661
-0.010000000000000009;0.05655;0.05698000000000001;0.056889999999999996;0.056620000000000004
0.0;0.05637;0.05688000000000001;0.056870000000000004;0.056510000000000005
0.010000000000000009;0.056139999999999995;0.056830000000000006;0.056760000000000005;0.056280000000000004
0.020000000000000018;0.05579;0.056639999999999996;0.05654;0.05579
