M1\M2;TC = 0.03 s;SEN Auto;3
0.0;-1.0;0.0;1.0
-2.4;0.016344;0.016395000000000003;0.016428
-2.35;0.016383;0.016406999999999998;0.016389
-2.3;0.016395000000000003;0.016422;0.016431
-2.25;0.016452;0.016443;0.016401
-2.1999999999999997;0.016488;0.016472999999999998;0.016467000000000002
-2.15;0.016551;0.016446000000000002;0.01644
-2.0999999999999996;0.016581;0.016482;0.016404
-2.05;0.01653;0.016491;0.016296
-2.0;0.0165;0.016380000000000002;0.015942
-1.95;0.016209;0.015957;0.014990999999999999
-1.9;0.015396;0.014367000000000001;0.012740999999999999
-1.8499999999999999;0.008193;0.009831;0.009633
-1.7999999999999998;0.0012156;0.003454;0.0066359999999999995
-1.75;0.0005177000000000001;0.001206;0.0033490000000000004
-1.6999999999999997;0.0003251;0.0005461999999999999;0.0014673
-1.65;0.0002717;0.00040449999999999997;0.0007388
-1.5999999999999999;0.00019332;0.0003294;0.0005856
-1.5499999999999998;0.00015144;0.0002545;0.0004
-1.5;9.498000000000002e-05;0.0001599;0.00025791
-1.4499999999999997;6.985e-05;0.00013932;0.00018312000000000002
-1.4;6.388e-05;7.093e-05;0.00012963
