M1\M2;TC = 0.03 s;SEN Auto;3;4;5
0.0;4.0;4.5;5.0;5.5;6.0
0.0;0.018591;0.01461;0.014535;0.014406;0.014241
0.049999999999999996;0.016749;0.014601;0.014502000000000001;0.014439000000000002;0.01431
0.09999999999999999;0.015705;0.014655000000000001;0.014547;0.014442000000000002;0.014313
0.15;0.015189000000000001;0.014655000000000001;0.014553;0.014528999999999999;0.014331
0.19999999999999998;0.014967000000000001;0.014667000000000001;0.014568000000000001;0.014469;0.014385
0.24999999999999997;0.014903999999999999;0.014709;0.014580000000000001;0.014559;0.014475
0.3;0.014895000000000002;0.014750999999999998;0.014655000000000001;0.014625;0.014661000000000002
0.35;0.014883;0.014922;0.014766;0.014750999999999998;0.014525999999999999
0.39999999999999997;0.014937;0.014922;0.014712000000000001;0.014397;0.013866
0.44999999999999996;0.014445000000000001;0.014394;0.01374;0.012909;0.011646
0.49999999999999994;0.009669;0.010043999999999999;0.009567;0.008768999999999999;0.00798
0.5499999999999999;0.0020238;0.0017184000000000001;0.0020688;0.002995;0.004046
0.6;0.0006809;0.000608;0.0007339;0.0010611000000000002;0.0016176000000000003
0.6499999999999999;0.00035380000000000003;0.0003213;0.0003413;0.00046939999999999997;0.0006918
0.7;0.00023676;0.00021243000000000002;0.00022626;0.00027800000000000004;0.0003721
0.7499999999999999;0.00016233000000000003;0.00015906;0.00017964;0.00023073;0.00028399999999999996
0.7999999999999999;0.00012021000000000002;0.00015888;0.00015603;0.00019014000000000002;0.00021948000000000003
0.85;0.00011523;0.00011142000000000001;0.00011931000000000001;0.0001224;0.00017616
0.8999999999999999;9.279000000000001e-05;0.00010803000000000001;0.0001113;0.00013161;0.00012033000000000001
0.95;9.636e-05;9.294e-05;9.507000000000001e-05;0.00010350000000000001;9.249e-05
0.9999999999999999;7.884e-05;9.657e-05;9.186e-05;8.385e-05;8.115e-05
1.0499999999999998;0.0001143;9.717e-05;8.520000000000001e-05;9.921000000000001e-05;9.702e-05
1.0999999999999999;0.00010026000000000002;9.771000000000001e-05;9.291e-05;8.975000000000001e-05;0.00010131000000000002
1.15;0.00011382;9.768e-05;0.00010224;7.81e-05;9.108e-05
1.2;7.563e-05;8.877e-05;8.487e-05;9.917e-05;9.6e-05
1.25;9.189e-05;8.025e-05;8.376e-05;5.547000000000001e-05;0.00010302
1.2999999999999998;9.663e-05;8.007000000000001e-05;6.579e-05;8.927e-05;8.661000000000001e-05
1.3499999999999999;0.00010632000000000001;7.381000000000001e-05;8.266e-05;7.188e-05;8.433e-05
1.4;7.999000000000001e-05;6.329e-05;8.983000000000001e-05;7.549e-05;5.956e-05
