M1\M2;TC = 0.03 s;SEN Auto;3;4;5
0.0;1.0;2.0;3.0;4.0;5.0
-1.0;0.054810000000000005;0.05501;0.05499;0.054810000000000005;0.05484
-0.8571428571428572;0.054970000000000005;0.05496;0.055;0.055;0.05491
-0.7142857142857143;0.055020000000000006;0.05503000000000001;0.055;0.055020000000000006;0.05495
-0.5714285714285714;0.055170000000000004;0.05516;0.055189999999999996;0.05499;0.05511
-0.4285714285714286;0.05523000000000001;0.055310000000000005;0.05523000000000001;0.055310000000000005;0.05523000000000001
-0.2857142857142858;0.05552000000000001;0.05545;0.05537;0.05511;0.054889999999999994
-0.1428571428571429;0.05605;0.055630000000000006;0.055020000000000006;0.05384;0.05155
0.0;0.03883;0.04404;0.04021;0.03551;0.03334
0.1428571428571428;0.00315;0.0026060000000000002;0.003462;0.006809;0.011151000000000001
0.2857142857142856;0.0013227;0.0011556000000000001;0.0014739;0.0021429;0.003095
0.4285714285714284;0.0008445;0.0007641;0.0008151;0.0009345000000000001;0.0011253
0.5714285714285714;0.000663;0.0006189;0.0006321;0.0006995;0.0007221
0.7142857142857142;0.0005327;0.0005327;0.0005189;0.0004974000000000001;0.0005308
0.857142857142857;0.0004436;0.00039180000000000004;0.00041930000000000005;0.0004095;0.00042510000000000003
1.0;0.000351;0.0003346;0.0003742;0.0003333;0.0003793
