M1\M2;TC = 0.03 s;SEN = 0.1 V;3
0.0;8.5;9.0;9.5
3.4;0.03688;0.03708;0.03651
3.419512195121951;0.03665;0.03665;0.03706
3.4390243902439024;0.03706;0.03708;0.036340000000000004
3.4585365853658536;0.03611;0.036610000000000004;0.03663
3.478048780487805;0.0372;0.03638;0.03598
3.497560975609756;0.0367;0.037090000000000005;0.03681
3.5170731707317073;0.03695;0.03604;0.03629
3.5365853658536586;0.036770000000000004;0.036410000000000005;0.03658
3.55609756097561;0.036660000000000005;0.03626;0.03648
3.575609756097561;0.0364;0.03645;0.03678
3.5951219512195123;0.03767;0.036390000000000006;0.03656
3.6146341463414635;0.036570000000000005;0.03662000000000001;0.037
3.6341463414634148;0.03535;0.03603;0.03636
3.653658536585366;0.03366;0.03619;0.036590000000000004
3.6731707317073172;0.031140000000000004;0.034870000000000005;0.0367
3.6926829268292685;0.0287;0.032670000000000005;0.03581
3.7121951219512197;0.025769999999999998;0.02937;0.033670000000000005
3.731707317073171;0.023540000000000002;0.026860000000000002;0.03261
3.751219512195122;0.018770000000000002;0.021460000000000003;0.02592
3.770731707317073;0.014190000000000001;0.014270000000000001;0.015610000000000002
3.790243902439024;0.010530000000000001;0.00872;0.0073
3.8097560975609754;0.00757;0.005540000000000001;0.00359
3.8292682926829267;0.00481;0.00331;0.00245
3.848780487804878;0.0032600000000000003;0.00218;0.00149
3.868292682926829;0.0021400000000000004;0.0015300000000000001;0.00115
3.8878048780487804;0.0015300000000000001;0.00103;0.00085
3.9073170731707316;0.00105;0.00081;0.0006900000000000001
3.926829268292683;0.00079;0.00062;0.00055
3.946341463414634;0.0006;0.00051;0.0005
3.9658536585365853;0.00051;0.00043;0.00042
3.9853658536585366;0.0004;0.00034;0.0004
4.004878048780488;0.00036;0.00037;0.00031
4.024390243902439;0.0003;0.00027;0.00031
4.04390243902439;0.00025;0.00025;0.00024000000000000003
4.0634146341463415;0.00023000000000000003;0.00025;0.00023000000000000003
4.082926829268293;0.00022;0.00019;0.00021
4.102439024390244;0.00024000000000000003;0.00016;0.00019
4.121951219512195;0.0002;0.00022;0.00019
4.1414634146341465;0.00014000000000000001;0.00012000000000000002;0.00012000000000000002
4.160975609756098;0.00018;0.00012000000000000002;0.00015
4.180487804878049;0.00014000000000000001;0.00016;0.00014000000000000001
4.2;0.00016;0.00011;0.00011
