0;1
0.0;7.75
0.3;0.0135
0.32;0.0138
0.33999999999999997;0.0411
0.36;0.0411
0.38;0.0405
0.4;0.0402
0.42;0.039
0.44;0.0402
0.45999999999999996;0.0405
0.48;0.0327
0.5;0.0219
0.52;0.0114
0.54;0.0069
0.56;0.0042
0.5800000000000001;0.003
0.6;0.0024
0.62;0.0021
0.64;0.0015
0.6599999999999999;0.0015
0.6799999999999999;0.0012
0.7;0.0012
0.72;0.0006
0.74;0.0009
0.76;0.0006
0.78;0.0006
0.8;0.0006
0.8200000000000001;0.0006
0.8400000000000001;0.0009
0.8600000000000001;0.0009
0.8799999999999999;0.0
0.8999999999999999;0.0003
0.9199999999999999;0.0006
0.94;0.0006
0.96;0.0003
0.98;0.0003
1.0;0.0009
