M1\M2;TC = 0.03 s;SEN Auto
0.0;4.0;5.0
-0.399;0.03617000000000001;0.03429
-0.38901111111111114;0.035460000000000005;0.03425
-0.37902222222222226;0.03503;0.03425
-0.3690333333333333;0.03478;0.03425
-0.35904444444444444;0.03458;0.03424000000000001
-0.34905555555555556;0.034480000000000004;0.03427
-0.3390666666666667;0.034420000000000006;0.034260000000000006
-0.3290777777777778;0.034390000000000004;0.03425
-0.3190888888888889;0.03438;0.034210000000000004
-0.30910000000000004;0.03436;0.034170000000000006
-0.2991111111111111;0.03427;0.034190000000000005
-0.2891222222222222;0.03427;0.034140000000000004
-0.27913333333333334;0.0342;0.034120000000000004
-0.26914444444444446;0.034140000000000004;0.03409
-0.2591555555555556;0.03409;0.03405
-0.24916666666666668;0.03402;0.034010000000000006
-0.2391777777777778;0.033960000000000004;0.033960000000000004
-0.22918888888888891;0.03391;0.033940000000000005
-0.2192;0.03386;0.03385
-0.20921111111111113;0.03382;0.0338
-0.19922222222222224;0.03375;0.03373
-0.18923333333333334;0.033670000000000005;0.03364
-0.17924444444444446;0.03359;0.03354
-0.16925555555555558;0.033490000000000006;0.03339
-0.15926666666666667;0.03341;0.03323
-0.1492777777777778;0.03333;0.03305
-0.1392888888888889;0.03323;0.032780000000000004
-0.12930000000000003;0.0331;0.03245
-0.11931111111111115;0.032940000000000004;0.032040000000000006
-0.10932222222222221;0.03273;0.0315
-0.09933333333333333;0.03252000000000001;0.030790000000000005
-0.08934444444444445;0.03225;0.02995
-0.07935555555555557;0.03202000000000001;0.028980000000000002
-0.06936666666666669;0.03165;0.027840000000000004
-0.05937777777777781;0.03108;0.02635
-0.04938888888888893;0.02985;0.024165
-0.03939999999999999;0.02767;0.021411000000000003
-0.02941111111111111;0.024354;0.018057
-0.01942222222222223;0.020256;0.014385
-0.009433333333333349;0.015843;0.010974000000000001
0.0005555555555555314;0.011403;0.008103
0.010544444444444412;0.007917;0.00629
0.020533333333333348;0.005671;0.00502
0.03052222222222223;0.004209;0.00417
0.04051111111111111;0.003382;0.0035009999999999998
0.05049999999999999;0.002848;0.00293
0.06048888888888887;0.0024846;0.0024564
0.07047777777777775;0.0021711;0.0020904
0.08046666666666669;0.0019635;0.0018437999999999998
0.09045555555555557;0.0017451;0.0015699
0.10044444444444445;0.0015689999999999999;0.0014223
0.11043333333333327;0.0014388;0.0012942000000000001
0.12042222222222221;0.0013422;0.0011304
0.13041111111111114;0.0012483000000000001;0.0010302
0.14039999999999997;0.0011415000000000002;0.0009309000000000001
0.1503888888888889;0.0010551;0.0008163000000000001
0.16037777777777773;0.0009945;0.0007728
0.17036666666666667;0.0008958;0.0006492
0.1803555555555556;0.0008294999999999999;0.0006008
0.19034444444444443;0.0007497;0.0005687
0.20033333333333336;0.0006962;0.0005012
0.2103222222222222;0.0006282;0.0004714
0.22031111111111112;0.0006015;0.00043380000000000003
0.23029999999999995;0.0005592;0.00042290000000000003
0.24028888888888889;0.0004969999999999999;0.0004065
0.2502777777777778;0.00047489999999999994;0.0003633
0.26026666666666665;0.00039610000000000003;0.0003503
0.2702555555555556;0.0003934;0.000312
0.2802444444444444;0.0003368;0.0003049
0.29023333333333334;0.00033810000000000003;0.0002969
0.30022222222222217;0.0003055;0.0002754
0.3102111111111111;0.0002749;0.00028220000000000003
0.32020000000000004;0.0002927;0.00026967
0.33018888888888887;0.0002565;0.00022103999999999998
0.3401777777777778;0.00025245000000000004;0.00023652000000000002
0.3501666666666666;0.00022299000000000003;0.00022569
0.36015555555555556;0.00022194000000000003;0.00021990000000000003
0.3701444444444445;0.00022797;0.00021891000000000003
0.3801333333333333;0.00022344;0.0001767
0.39012222222222226;0.0002007;0.00019332
0.4001111111111111;0.00018762;0.00015795000000000002
0.4101;0.00019257;0.00015363
0.42008888888888885;0.00016212;0.00017901
0.4300777777777778;0.00015432;0.00015177
0.4400666666666667;0.00015027;0.00016062000000000002
0.45005555555555554;0.00017133;0.0001485
0.4600444444444445;0.00014562;9.537e-05
0.4700333333333333;0.00013164;0.00015222
0.48002222222222224;0.00017691;0.00013296
0.49001111111111106;0.00014586000000000002;0.00014910000000000002
0.5;0.00013293000000000002;0.00011763000000000001
