M1\M2;TC = 0.03 s;SEN Auto;3;4;5
0.55;0.0036410000000000006;0.0020922000000000002;0.0014550000000000001;0.0017994;0.002896
0.56;0.002907;0.0016548;0.0012402000000000001;0.0015219;0.0022836
0.5700000000000001;0.0023445000000000002;0.001371;0.0010683;0.001263;0.0018744
0.58;0.0019029;0.001173;0.0009213000000000001;0.0010302;0.0014985
0.59;0.0015303;0.0009615;0.000795;0.0008661;0.0012219
0.6;0.0013008000000000002;0.0008316;0.0006838;0.0007641;0.0009966
0.61;0.0010926;0.0007301;0.0006293000000000001;0.0006738;0.0008793000000000001
0.62;0.0009528000000000001;0.0006759;0.0005791;0.000595;0.0010827
0.63;0.0008415000000000001;0.0006154;0.0005344999999999999;0.0005694;0.0007037
0.64;0.0007251;0.0005579;0.0005118000000000001;0.0005624;0.0005656
0.65;0.0006600000000000001;0.0005153;0.0004771;0.0005251;0.0005934
0.66;0.0005738000000000001;0.00044960000000000003;0.0004421;0.0005044;0.0005628
0.67;0.0005334000000000001;0.00039860000000000004;0.0004055;0.0004055;0.000484
0.6799999999999999;0.0004684;0.0003864;0.0003898;0.00041930000000000005;0.0005011
0.69;0.0004444;0.0003775;0.0003694;0.0003746;0.0004423
0.7;0.0003969;0.0003211;0.00032429999999999997;0.0003508;0.0005223
0.71;0.0003544;0.0003196;0.0003096;0.0003288;0.0004138
0.72;0.0003263;0.0003061;0.000308;0.00030230000000000003;0.0003024
0.73;0.0002999;0.0003038;0.0002984;0.0003055;0.0004511
0.74;0.0002898;0.0002582;0.00043630000000000003;0.00030033;0.00048150000000000005
0.75;0.00029620000000000004;0.0002565;0.0002513;0.00029715000000000004;0.0003441
0.76;0.0002533;0.00024456;0.0005328;0.00027825;0.0003102
0.77;0.0002531;0.00024255;0.0002799;0.00028077;0.0003087
0.78;0.00020502;0.00021492;0.00022218;0.00028272;0.00028113
0.79;0.00023343000000000002;0.00020601000000000001;0.00022845;0.00021666000000000003;0.00026751
0.8;0.00021324;0.00021821999999999998;0.00013917;0.00032094000000000003;0.0002013
0.8099999999999999;0.00019797;0.00019629;0.00038127;0.00022848;0.00023976000000000002
0.82;0.00019413;0.00019332;0.00020229;0.00019389;0.00022752
0.83;0.00018732000000000002;0.00018726;0.00011085;0.00019185;0.00032247000000000005
0.84;0.0001956;0.00018846;0.00018225;0.00022833;0.00020226
0.85;0.00017277000000000001;0.000174;0.00022374;0.00019335;0.0002037
0.86;0.00014178000000000001;0.00015453;0.00031263;0.00017625000000000003;0.00036963
0.87;0.00015039;0.00016653;0.00019653000000000002;0.00014673;0.00019434
0.88;0.00016209;0.00015717000000000001;0.00020064000000000003;0.00012552;0.0003564
0.89;0.0001437;0.00016716;0.00014241000000000001;0.00017235000000000002;0.00025365
0.9;0.00015837000000000002;0.00014031;0.00018996000000000003;0.00013029000000000003;0.00016605
0.91;0.00015714;0.00014664000000000002;0.00018205;0.00015555;0.00019668000000000002
0.92;0.00015318;0.00013026;0.00016017;0.00022734;0.00011037000000000002
0.93;0.00016422000000000002;0.00018696;0.00019456;0.00014301000000000003;0.00011472
0.94;0.0001335;0.00016194;0.00016885;0.00016413;0.000146
0.95;0.00013668;0.0001533;7.505000000000001e-05;0.00010761000000000001;0.00012461
0.96;0.00011034000000000002;0.00010824000000000001;6.092700000000001e-05;0.00016173;0.00015109000000000002
0.97;0.00012888000000000003;0.0001242;3.6033000000000006e-05;0.00016427;0.00014607000000000002
0.98;0.00011820000000000001;0.00012999;6.490200000000001e-05;6.14e-05;0.00013337
0.99;0.00015009000000000002;0.00013254;6.4338e-05;0.000147;0.00010615
1.0;0.00012537;0.00012747000000000002;5.5326000000000005e-05;0.00014978;0.00015495
