M1\M2;TC = 0.03 s;SEN Auto;3;4
0.0;-1.0;0.0;1.0;2.0
-0.3;0.0589;0.05675;0.05681;0.056780000000000004
-0.25;0.05797000000000001;0.05682;0.05688000000000001;0.05679
-0.19999999999999998;0.05749;0.0569;0.05691;0.05685
-0.14999999999999997;0.05738000000000001;0.05693000000000001;0.05704;0.05688000000000001
-0.09999999999999998;0.057280000000000005;0.057120000000000004;0.05705;0.05671
-0.04999999999999999;0.05611;0.057280000000000005;0.057080000000000006;0.056530000000000004
5.551115123125783e-17;0.0532;0.05655;0.0572;0.05578000000000001
0.050000000000000044;0.042940000000000006;0.052070000000000005;0.055;0.04984
0.10000000000000003;0.028030000000000003;0.02982;0.03287;0.03313
0.15000000000000002;0.015207;0.008529;0.006508;0.012629999999999999
0.2;0.007262;0.004038;0.003389;0.005152
0.25000000000000006;0.003907;0.002565;0.0022302;0.002686
0.3000000000000001;0.0024144;0.0018261;0.0016395;0.0019512
0.35000000000000003;0.0017048999999999999;0.0013659;0.0012525000000000001;0.0015726000000000002
0.4000000000000001;0.0013050000000000002;0.0010917;0.0010032;0.0011913
0.45;0.0010575;0.0008849999999999999;0.0008874000000000001;0.0009534000000000001
0.5;0.0008688000000000001;0.0008055;0.000777;0.0008538
