M1\M2;TC = 0.03 s;SEN Auto;3;4;5
0.0;2.0;2.5;3.0;3.5;4.0
0.0;0.02793;0.022392000000000002;0.022158;0.022044;0.02181
0.01;0.025730000000000003;0.022320000000000003;0.022155;0.021978;0.021807
0.02;0.024204;0.022392000000000002;0.022236000000000002;0.021894;0.021855
0.03;0.023676;0.022452;0.022245;0.022062000000000002;0.021816
0.04;0.023121;0.022419;0.022128000000000002;0.022023;0.021873000000000004
0.05;0.022926;0.022431;0.022212;0.021972;0.021879
0.06;0.02283;0.022446;0.0222;0.022101;0.021903
0.07;0.022842;0.022488;0.022275;0.021984;0.021972
0.08;0.022635;0.022443;0.022227;0.021939;0.0219
0.09;0.022779;0.022416;0.022104;0.022011000000000003;0.021855
0.1;0.022785;0.022383;0.022257;0.022146000000000002;0.021831
0.11;0.022659000000000002;0.022623;0.022185;0.022002;0.021795000000000002
0.12;0.02271;0.022437000000000002;0.022236000000000002;0.022014000000000002;0.021795000000000002
0.13;0.022803;0.022533;0.022224;0.022044;0.021834
0.14;0.022824;0.022578;0.022257;0.021963;0.021666
0.15;0.022779;0.022467;0.022218;0.021840000000000002;0.021639000000000002
0.16;0.022911;0.022578;0.0222;0.021795000000000002;0.021522
0.17;0.022983;0.022617;0.022158;0.02175;0.021465
0.18;0.022935;0.022587;0.022209;0.021693;0.021411000000000003
0.19;0.022812;0.022494;0.022134;0.021651;0.021192000000000003
0.2;0.022815000000000002;0.022484999999999998;0.022059;0.0216;0.020997
0.21;0.022455000000000003;0.02247;0.022032;0.021444;0.020655
0.22;0.022443;0.022458000000000002;0.021978;0.021192000000000003;0.020334
0.23;0.022173000000000002;0.022287;0.02181;0.021042;0.020064000000000002
0.24;0.021537;0.021999;0.021606;0.020649;0.019587
0.25;0.020772;0.021612;0.021237;0.020208;0.019086000000000002
0.26;0.020265000000000002;0.020973000000000002;0.020856;0.019827;0.018399000000000002
0.27;0.018519;0.019908000000000002;0.020034;0.019152000000000002;0.017463
0.28;0.016617000000000003;0.017904;0.018447;0.018021000000000002;0.016581
0.29;0.013755000000000002;0.015590999999999999;0.01632;0.016062;0.015270000000000002
0.3;0.010971000000000002;0.012453;0.013725;0.014058000000000001;0.013557
0.31;0.008583;0.008610000000000001;0.010458;0.011589;0.011445
0.32;0.005918;0.006698999999999999;0.007325;0.008781;0.009774000000000001
0.33;0.004331000000000001;0.003995;0.004366;0.006397;0.008115
0.34;0.002878;0.0026937000000000003;0.002863;0.004418;0.006217
0.35000000000000003;0.0024348;0.0017436;0.0021246000000000004;0.003069;0.005078
0.36;0.0017742;0.0013428000000000001;0.0014871;0.0024261;0.0040230000000000005
0.37;0.0014796000000000002;0.0012072;0.0012618;0.0017937;0.0033350000000000003
0.38;0.0012288;0.0010239000000000001;0.0010308;0.001572;0.0026100000000000003
0.39;0.0010875;0.0009306000000000001;0.000921;0.0012894;0.0020865000000000002
0.4;0.0009084;0.0007487;0.0008247;0.0011457000000000001;0.0018072
0.41000000000000003;0.0008922000000000001;0.0007139000000000001;0.0006837;0.0008805;0.0014283
0.42;0.0007728;0.0005978;0.0006255;0.0007834000000000001;0.0012228
0.43;0.0006261;0.0006049;0.0005762;0.0006987;0.001053
0.44;0.000849;0.0005814;0.0005535000000000001;0.000667;0.0008849999999999999
0.45;0.0002918;0.0005333;0.0005070000000000001;0.0006318000000000001;0.0008370000000000001
0.46;0.0005600000000000001;0.00047430000000000004;0.0004897;0.000581;0.0007157
0.47000000000000003;0.0004059600000000001;0.0004407;0.00047270000000000005;0.0005015;0.0007049000000000001
0.48;9.957e-05;0.00040490000000000003;0.00041749999999999996;0.0005179000000000001;0.0006133
0.49;0.00044778;0.0004236;0.0004107;0.000468;0.0005678
0.5;0.00045579;0.0003931;0.00040019999999999997;0.0004409;0.0005367
0.51;0.00043089;0.0003104;0.0003502;0.0004315;0.0005162
0.52;0.00039789000000000003;0.0003288;0.0003432;0.000396;0.0004978
0.53;0.00034221;0.00030649999999999997;0.0003182;0.00038530000000000004;0.0004602
0.54;0.00029142;0.0003176;0.000312;0.0003501;0.00045579999999999997
0.55;0.00027885;0.0002835;0.00031299999999999996;0.0003549;0.0004204
0.56;0.00027651000000000005;0.0003056;0.0003206;0.00032900000000000003;0.0004128
0.5700000000000001;0.00024981;0.0002592;0.0002722;0.0003273;0.0003585
0.58;0.00024624;0.0002547;0.00027069999999999997;0.000292;0.0003541
0.59;0.00024657;0.00025699999999999996;0.00026997;0.0002867;0.0003644
0.6;0.00023499000000000003;0.00022971;0.00022422;0.00028399999999999996;0.0003354
