M1\M2;TC = 0.03 s;SEN = 0.30000000000000004 V;3;4;5;6
-0.21999999999999997;0.01575;0.01581;0.015780000000000002;0.015960000000000002;0.0159;0.01548
-0.21000000000000002;0.01584;0.01581;0.01584;0.0159;0.01575;0.015270000000000002
-0.2;0.01572;0.01581;0.01584;0.01593;0.01572;0.015090000000000001
-0.19;0.01569;0.015780000000000002;0.01584;0.0159;0.01548;0.01485
-0.18;0.01545;0.01581;0.01581;0.015870000000000002;0.0153;0.014459999999999999
-0.16999999999999998;0.015270000000000002;0.01569;0.015780000000000002;0.01572;0.015059999999999999;0.014130000000000002
-0.15999999999999998;0.01494;0.0156;0.01563;0.01554;0.014790000000000001;0.013680000000000001
-0.14999999999999997;0.014759999999999999;0.015330000000000002;0.01548;0.015390000000000001;0.014159999999999999;0.0129
-0.14;0.01425;0.015030000000000002;0.015360000000000002;0.01494;0.0138;0.012360000000000001
-0.13;0.013890000000000001;0.0147;0.01518;0.014490000000000001;0.01251;0.011460000000000001
-0.12;0.01329;0.01425;0.0147;0.013380000000000001;0.01125;0.01038
-0.10999999999999999;0.01227;0.013590000000000001;0.013980000000000001;0.011760000000000001;0.00948;0.00939
-0.09999999999999998;0.01137;0.01185;0.01245;0.00894;0.0075;0.0075
-0.08999999999999997;0.01008;0.0102;0.01035;0.0069;0.00555;0.006390000000000001
-0.08000000000000002;0.00846;0.00846;0.008280000000000001;0.00444;0.00375;0.00513
-0.07;0.0072900000000000005;0.0063300000000000006;0.00591;0.00303;0.0029700000000000004;0.0041400000000000005
-0.06;0.005940000000000001;0.00453;0.00396;0.0018900000000000002;0.0020700000000000002;0.0033300000000000005
-0.04999999999999999;0.00486;0.00318;0.0027;0.00123;0.00162;0.0026400000000000004
-0.03999999999999998;0.00375;0.00252;0.00165;0.00099;0.0014700000000000002;0.00219
-0.02999999999999997;0.0028200000000000005;0.0018900000000000002;0.00111;0.0008700000000000001;0.00099;0.00183
-0.020000000000000018;0.00243;0.0014700000000000002;0.00093;0.00075;0.0008700000000000001;0.0014700000000000002
-0.010000000000000009;0.00195;0.00114;0.00075;0.0006;0.00075;0.00108
0.0;0.00162;0.0009600000000000001;0.0006600000000000001;0.00051;0.0006;0.00093
0.010000000000000009;0.00135;0.0007800000000000001;0.00057;0.00045;0.00048000000000000007;0.0007800000000000001
0.020000000000000018;0.00102;0.0006600000000000001;0.00048000000000000007;0.00036;0.00048000000000000007;0.0006600000000000001
0.030000000000000027;0.0008700000000000001;0.00057;0.00045;0.00042;0.00042;0.00063
0.040000000000000036;0.00075;0.00048000000000000007;0.00042;0.00036;0.00039000000000000005;0.00051
0.050000000000000044;0.0006600000000000001;0.00048000000000000007;0.00033000000000000005;0.0003;0.00036;0.00045
0.06000000000000005;0.0006;0.00039000000000000005;0.0003;0.0003;0.00033000000000000005;0.00045
0.07000000000000006;0.00048000000000000007;0.00039000000000000005;0.0003;0.00027;0.00033000000000000005;0.00039000000000000005
0.07999999999999996;0.00042;0.0003;0.00027;0.00027;0.0003;0.00039000000000000005
0.08999999999999997;0.00039000000000000005;0.00033000000000000005;0.00024000000000000003;0.0003;0.00027;0.00033000000000000005
0.09999999999999998;0.00033000000000000005;0.00027;0.00024000000000000003;0.00024000000000000003;0.00024000000000000003;0.00033000000000000005
0.10999999999999999;0.00033000000000000005;0.00024000000000000003;0.00024000000000000003;0.00021;0.00027;0.00036
0.12;0.00027;0.00027;0.00018;0.00021;0.00027;0.0003
0.13;0.00027;0.00024000000000000003;0.00021;0.00024000000000000003;0.00024000000000000003;0.0003
0.14;0.00024000000000000003;0.00021;0.00021;0.00021;0.00027;0.00027
0.15000000000000002;0.00024000000000000003;0.00021;0.00018;0.00021;0.00021;0.00027
0.16000000000000003;0.00021;0.00018;0.00015;0.00021;0.00021;0.00021
0.17000000000000004;0.00021;0.00018;0.00015;0.00018;0.00021;0.00027
0.18000000000000005;0.00018;0.00018;0.00015;0.00018;0.00021;0.00021
0.19000000000000006;0.00018;0.00018;0.00015;0.00015;0.00021;0.00021
0.20000000000000007;0.00015;0.00015;0.00018;0.00018;0.00018;0.00021
0.20999999999999996;0.00015;0.00012000000000000002;0.00015;0.00015;0.00015;0.00018
0.21999999999999997;0.00015;0.00012000000000000002;0.00018;0.00018;0.00015;0.00018
0.22999999999999998;0.00015;0.00015;0.00012000000000000002;0.00018;0.00015;0.00015
0.24;0.00012000000000000002;0.00015;0.00015;0.00018;0.00012000000000000002;0.00018
0.25;0.00012000000000000002;0.00015;0.00018;0.00012000000000000002;0.00012000000000000002;0.00015
0.26;0.00012000000000000002;0.00012000000000000002;0.00012000000000000002;0.00012000000000000002;0.00015;0.00015
0.27;9e-05;0.00012000000000000002;0.00015;0.00012000000000000002;0.00012000000000000002;0.00018
0.28;9e-05;9e-05;0.00012000000000000002;0.00015;0.00015;0.00012000000000000002
0.29000000000000004;0.00012000000000000002;0.00012000000000000002;0.00015;9e-05;9e-05;0.00012000000000000002
0.3;0.00012000000000000002;9e-05;0.00012000000000000002;0.00015;0.00015;0.00012000000000000002
