M1\M2;TC = 0.03 s;SEN = 0.30000000000000004 V;3;4;5;6;7
0.0;-1.0;-0.5;0.0;0.5;1.0;1.5;2.0
-0.5;0.015570000000000002;0.015660000000000004;0.01569;0.0156;0.015660000000000004;0.01563;0.01554
-0.45;0.01563;0.01569;0.01575;0.015660000000000004;0.015570000000000002;0.0156;0.015510000000000003
-0.4;0.01575;0.01572;0.01575;0.01572;0.015660000000000004;0.01569;0.015510000000000003
-0.35;0.015780000000000002;0.01575;0.015780000000000002;0.015660000000000004;0.015570000000000002;0.01572;0.015570000000000002
-0.3;0.01584;0.01575;0.01572;0.01572;0.01572;0.015570000000000002;0.01545
-0.25;0.0159;0.015870000000000002;0.01581;0.01572;0.01563;0.01563;0.01521
-0.19999999999999996;0.01572;0.015960000000000002;0.015960000000000002;0.01569;0.015510000000000003;0.015120000000000001;0.014430000000000002
-0.14999999999999997;0.014670000000000002;0.015330000000000002;0.015570000000000002;0.01524;0.014670000000000002;0.013859999999999999;0.012480000000000002
-0.09999999999999998;0.01125;0.01197;0.01227;0.011940000000000001;0.01065;0.010110000000000001;0.00909
-0.04999999999999999;0.00453;0.00321;0.00228;0.00243;0.0027600000000000003;0.00387;0.00483
0.0;0.0015300000000000001;0.00093;0.00063;0.00063;0.0008700000000000001;0.0013200000000000002;0.00204
0.050000000000000044;0.0006600000000000001;0.00045;0.00036;0.00039000000000000005;0.00039000000000000005;0.0006;0.00084
0.10000000000000009;0.00036;0.00027;0.00021;0.00027;0.00027;0.00036;0.00045
0.15000000000000002;0.00024000000000000003;0.00021;0.00021;0.00021;0.00024000000000000003;0.00024000000000000003;0.00033000000000000005
0.20000000000000007;0.00018;0.00015;0.00015;0.00015;0.00015;0.00021;0.00024000000000000003
0.25;0.00012000000000000002;9e-05;0.00012000000000000002;0.00015;0.00015;0.00015;0.00021
0.30000000000000004;9e-05;9e-05;0.00012000000000000002;0.00012000000000000002;0.00015;0.00012000000000000002;0.00015
0.3500000000000001;0.00012000000000000002;9e-05;6.000000000000001e-05;0.00012000000000000002;9e-05;0.00012000000000000002;0.00012000000000000002
0.4;9e-05;0.00012000000000000002;9e-05;6.000000000000001e-05;9e-05;9e-05;0.00012000000000000002
0.45000000000000007;6.000000000000001e-05;6.000000000000001e-05;6.000000000000001e-05;6.000000000000001e-05;6.000000000000001e-05;9e-05;9e-05
0.5;9e-05;9e-05;9e-05;9e-05;9e-05;9e-05;9e-05
