M1\M2;TC = 0.03 s;SEN Auto;3;4;5;6;7
0.22;0.015744;0.015507;0.015339000000000002;0.015414;0.015342000000000001;0.015237;0.015402
0.23;0.015819;0.015552000000000002;0.015372;0.01545;0.015414;0.015342000000000001;0.015384
0.24;0.015858;0.015650999999999998;0.015375;0.015402;0.015330000000000002;0.015312000000000001;0.015356999999999999
0.25;0.015999;0.015789;0.015434999999999999;0.015405;0.015359999999999999;0.015315;0.015336
0.26;0.016035;0.015798;0.015519;0.015425999999999999;0.015359999999999999;0.015279;0.015288
0.27;0.01599;0.015936000000000002;0.015564000000000001;0.015381;0.015381;0.015290999999999999;0.015243000000000001
0.28;0.015879;0.016005000000000002;0.015729;0.015393;0.015372;0.015290999999999999;0.015203999999999999
0.29;0.015762;0.016038;0.015795;0.01551;0.015375;0.01524;0.015147
0.3;0.015552000000000002;0.016028999999999998;0.015867000000000003;0.015576;0.015321000000000001;0.015306;0.015072
0.31;0.015228;0.016031999999999998;0.015969;0.015603;0.015306;0.015203999999999999;0.014972999999999998
0.32;0.014964000000000002;0.015945;0.016077;0.015675;0.015294;0.015081;0.014799000000000001
0.33;0.014514;0.015687;0.016113;0.015801;0.0153;0.014970000000000002;0.014652000000000002
0.34;0.013872;0.015432;0.016104;0.015762;0.015255000000000001;0.014859;0.0144
0.35000000000000003;0.013119;0.014820000000000002;0.015945;0.015837;0.015231;0.014766;0.014199000000000002
0.36;0.011895000000000001;0.014127;0.01554;0.015843;0.015228;0.014685;0.013926
0.37;0.010995;0.013101;0.015189000000000001;0.015687;0.015174000000000002;0.014547;0.013437000000000001
0.38;0.010154999999999999;0.011385000000000001;0.014367000000000001;0.015405;0.015050999999999998;0.014301;0.012927000000000001
0.39;0.008859;0.010596000000000001;0.013059000000000001;0.014871;0.014759999999999999;0.013968000000000001;0.012132
0.4;0.008136;0.008601000000000001;0.011358;0.013755000000000002;0.014220000000000002;0.013461;0.011301
0.41000000000000003;0.006841;0.007551;0.009351;0.012147;0.013404;0.01305;0.010203
0.42;0.0062050000000000004;0.006075;0.007497;0.010215;0.011928;0.012096;0.008676
0.43;0.005324000000000001;0.005148000000000001;0.005882;0.007693000000000001;0.009819;0.010643999999999999;0.007710000000000001
0.44;0.004592000000000001;0.004144;0.004174000000000001;0.005336;0.007902;0.009039;0.006131
0.45;0.003858;0.0033619999999999995;0.003357;0.003682;0.005555;0.007195;0.004756
0.46;0.0033490000000000004;0.00292;0.0024264;0.0022670999999999998;0.0033420000000000004;0.005365;0.003793
0.47000000000000003;0.002843;0.0022665;0.00186;0.0015450000000000001;0.0021237;0.003643;0.00289
0.48;0.0023802;0.0019083000000000001;0.0015057;0.0011736000000000001;0.0013242;0.0024171;0.0022833000000000003
0.49;0.0019782;0.001554;0.0012498000000000001;0.0009063000000000001;0.0009599999999999999;0.0018213;0.0017793
0.5;0.0015894;0.0012846;0.0009915000000000002;0.0007836000000000001;0.0007163;0.0012492;0.0015816
0.51;0.0014157;0.0010794;0.0007892999999999999;0.0006661000000000001;0.0006511;0.0010092;0.0011808
0.52;0.0011418;0.0008766;0.0006985;0.0005508;0.0005374;0.0008619;0.0009576000000000001
0.53;0.0010143;0.0007456;0.0005888;0.0004693000000000001;0.00046399999999999995;0.0007205;0.0007737
0.54;0.0008849999999999999;0.0006397;0.0005195;0.0003862;0.0003817;0.0005745;0.0005957
0.55;0.000696;0.0005436;0.0004239;0.0003612;0.00035979999999999996;0.0004888;0.0005046
0.56;0.0006457;0.00046730000000000003;0.0003803;0.00032450000000000003;0.00032189999999999996;0.0004092;0.0004803
0.5700000000000001;0.000562;0.0004154;0.0003418;0.00029370000000000004;0.0002832;0.0003379;0.00040750000000000004
0.58;0.0004887;0.00040490000000000003;0.0003116;0.0002546;0.0002729;0.00032240000000000003;0.0003499
0.59;0.0004252;0.00034090000000000005;0.000286;0.00024969;0.00025395;0.0002868;0.0003413
0.6;0.000398;0.0003128;0.00026710000000000004;0.00022362000000000003;0.00022758;0.00027749999999999997;0.0003039
0.61;0.000346;0.0002882;0.00023619000000000003;0.00021471;0.00022071000000000002;0.00026124;0.0002785
0.62;0.0002834;0.0002629;0.00021798000000000002;0.00021165000000000002;0.00020874;0.00023784;0.0002868
0.63;0.00026230000000000003;0.00021552000000000002;0.00021585000000000002;0.00017928;0.00020910000000000001;0.00023817;0.0002536
0.64;0.00024903;0.0002013;0.00018126;0.00018759;0.00017571;0.0002226;0.00025110000000000003
0.65;0.00021354000000000002;0.00020481;0.00019497;0.00016251;0.00018441;0.00021549;0.00024765000000000003
0.66;0.00020367;0.00018153;0.00016383;0.00015528000000000002;0.00017172000000000002;0.00018687;0.00024453
0.67;0.00017283;0.00016098000000000002;0.00016944;0.00016398;0.00017199;0.00019887000000000003;0.00022004999999999998
0.68;0.00016164;0.00013944;0.00014121;0.00013674000000000002;0.00015987;0.00017994000000000002;0.00020898
0.6900000000000001;0.0001566;0.00014232;0.00012675000000000002;0.00012696000000000002;0.00016395000000000003;0.00017757;0.00020637000000000002
0.7000000000000001;0.00015555;0.00015699;0.00013512;0.00012411;0.00014013;0.00016122;0.0001842
0.71;0.00016068;0.00012909000000000003;0.00013356000000000002;0.00010941000000000001;0.00013242;0.00015678;0.00016935
0.72;0.00013353;0.00010991999999999999;0.00013155;0.00010716000000000001;0.00011277000000000002;0.00013911;0.00013233
0.73;0.00013680000000000002;0.00010641;0.00011094000000000002;0.00013671;0.00011562000000000001;0.00012654000000000002;0.00011652
0.74;0.00012735;0.00010959000000000001;0.00011529;0.00010866;0.00011271;0.00013611;0.00011349
0.75;0.00011433;0.00010509;0.00010254;9.441e-05;0.00010509;0.00011394;0.00010944000000000001
0.76;0.00010956000000000001;0.00010995000000000002;0.00010788;0.00011676;9.996e-05;0.00010032000000000002;0.00010611000000000001
0.77;9.78e-05;9.867e-05;0.0001008;9.777000000000001e-05;0.00010991999999999999;9.048e-05;7.524e-05
0.78;9.396e-05;0.00010596000000000001;9.072e-05;8.412e-05;0.00010004999999999999;8.37e-05;9.042e-05
0.79;0.00010170000000000002;0.0001023;0.00010182;8.031000000000001e-05;9.117000000000001e-05;8.979e-05;9.924e-05
0.8;8.817e-05;9.444e-05;9.162000000000001e-05;9.487e-05;9.468000000000001e-05;0.00010227;0.00010899000000000001
