M1\M2;TC = 0.03 s;SEN Auto;3;4;5;6
0.0;-2.5;-2.0;-1.5;-1.0;-0.5;0.0
0.0;0.014922;0.014181000000000001;0.012804;0.014934000000000001;0.017603999999999998;0.015294
0.01;0.013386000000000002;0.014493;0.012798;0.01494;0.018068999999999998;0.015648
0.02;0.011916;0.014655000000000001;0.013053;0.015503999999999999;0.017667000000000002;0.015590999999999999
0.03;0.011538;0.014643000000000002;0.012936000000000001;0.015336;0.017811;0.015414
0.04;0.011061;0.014334;0.013125;0.015141;0.01818;0.015717000000000002
0.05;0.010401;0.0144;0.013284;0.015633;0.018075;0.015813
0.06;0.009363;0.014142000000000002;0.012927000000000001;0.015681;0.018192000000000003;0.016293000000000002
0.07;0.008883;0.013328999999999999;0.012471000000000001;0.016071000000000002;0.018318;0.016392
0.08;0.008310000000000001;0.012792;0.012672;0.016056;0.018477;0.016845000000000002
0.09;0.007268000000000001;0.012519;0.011655;0.015966;0.019527000000000003;0.016572
0.1;0.006915999999999999;0.01119;0.011334;0.015624;0.018297;0.016491
0.11;0.005979;0.010137;0.009906;0.015189000000000001;0.018522;0.01596
0.12;0.005188;0.008964;0.008859;0.014442000000000002;0.018576;0.015324
0.13;0.004838;0.007525;0.008472;0.013815000000000001;0.018243000000000002;0.013755000000000002
0.14;0.004451;0.006381;0.007387;0.011955;0.016182;0.012882
0.15;0.004478;0.006293;0.006418999999999999;0.010614;0.014169;0.010620000000000001
0.16;0.004305000000000001;0.005746;0.005443;0.008535000000000001;0.011640000000000001;0.007671000000000001
0.17;0.004066;0.005198;0.004579;0.006934;0.008868000000000001;0.0064730000000000005
0.18;0.004065;0.004599;0.003594;0.00511;0.005848000000000001;0.004768
0.19;0.003907;0.004267;0.00381;0.003639;0.0038840000000000003;0.003757
0.2;0.003539;0.003882;0.002834;0.0028710000000000003;0.002863;0.00313
0.21;0.003343;0.003554;0.002595;0.0024771;0.0023064;0.002705
0.22;0.003041;0.003091;0.0020586000000000003;0.0020594999999999997;0.0020517;0.0021357
0.23;0.002896;0.002621;0.0019146;0.0018312;0.0017661;0.0017946000000000001
0.24;0.002577;0.0023376;0.0016698000000000001;0.0014937000000000001;0.0015045;0.0015567
0.25;0.0024362999999999998;0.0018620999999999998;0.0014601;0.0013911;0.0012921;0.0013506
0.26;0.0021627;0.0017043;0.001326;0.0011958000000000001;0.0011541000000000001;0.0011385
0.27;0.0018213;0.0015009;0.001173;0.0011196;0.0009972;0.0011016
0.28;0.0016311;0.0013194;0.0010689;0.0010344;0.0009452999999999999;0.0009381
0.29;0.0014661;0.0011628;0.0009689999999999999;0.0009294;0.0008487;0.000858
0.3;0.0013455;0.0010644;0.0009042;0.0008847;0.0008073;0.000798
0.31;0.00114;0.0009450000000000001;0.0007734;0.0007887;0.0006921000000000001;0.000755
0.32;0.0010431000000000001;0.0008013;0.0007201000000000001;0.0007605;0.0006640000000000001;0.0006882
0.33;0.0009410999999999999;0.0007581;0.0006577;0.0006086;0.0006192;0.0006565000000000001
0.34;0.0007935;0.0006376999999999999;0.0006053;0.0006205;0.0006291000000000001;0.0006353
0.35000000000000003;0.000762;0.0005679;0.0005219000000000001;0.00062;0.0006089;0.0006551
0.36;0.0005921;0.0005126999999999999;0.0004482;0.0005806;0.0006241;0.0006288
0.37;0.0006333;0.0005385;0.0005095;0.0005346;0.0005519;0.000601
0.38;0.00054;0.0004463;0.00044770000000000004;0.0004976;0.0004795;0.000531
0.39;0.00046820000000000005;0.00041050000000000006;0.00041820000000000003;0.0004484;0.0005121;0.0005328
0.4;0.0004125;0.0003377;0.00042290000000000003;0.000417;0.0004654;0.00047510000000000006
0.41000000000000003;0.0004497;0.0003981;0.00033000000000000005;0.0004083;0.0004458;0.0005006
0.42;0.00036720000000000004;0.0003665;0.0003878;0.0004312;0.00045730000000000006;0.0005631
0.43;0.0003934;0.0003421;0.00038120000000000005;0.00041150000000000003;0.0004708;0.0005304
0.44;0.0003174;0.00027400000000000005;0.0003875;0.0003697;0.0004379;0.0005086
0.45;0.00033580000000000003;0.00033610000000000004;0.00034330000000000005;0.0003697;0.00040440000000000007;0.0005296999999999999
0.46;0.0002708;0.0003058;0.0003144;0.0003762;0.00040720000000000003;0.0005048
0.47000000000000003;0.00029729999999999996;0.0002904;0.0002935;0.0003256;0.00041500000000000006;0.000437
0.48;0.0002695;0.0002655;0.00026179999999999997;0.0003343;0.0003649;0.0004098
0.49;0.0003142;0.00029709;0.0003084;0.00031800000000000003;0.0003656;0.00042300000000000004
0.5;0.00025340000000000003;0.00025839000000000005;0.00028010000000000003;0.000328;0.0002871;0.0004529
0.51;0.0002543;0.00024864;0.000253;0.00029410000000000005;0.00030649999999999997;0.0003818
0.52;0.00024264000000000002;0.00026037;0.0002722;0.0002708;0.00035089999999999996;0.0003816
0.53;0.00020247;0.0002673;0.0002676;0.0003291;0.0003048;0.00036219999999999997
0.54;0.00025245000000000004;0.00022176;0.0002536;0.0002596;0.00029130000000000003;0.0003537
0.55;0.00020865;0.00019434;0.00022779;0.0002713;0.0002762;0.0003152
0.56;0.0001683;0.00022101000000000003;0.00028296;0.000258;0.0002936;0.000392
0.5700000000000001;0.0002229;0.00017379;0.00022059000000000003;0.00026085;0.0003045;0.0002657
0.58;0.00017445;0.00019260000000000002;0.00025416;0.00036537;0.0002976;0.0003214
