M1\M2;TC = 0.03 s;SEN Auto;3;4;5
0.0;-3.0;-1.0;1.0;3.0;5.0
-0.2;3.829e-05;1.5843e-05;1.3068000000000003e-05;3.4710000000000003e-06;1.0551000000000001e-05
0.0;4.667e-05;8.382e-06;1.3209000000000002e-05;9.754e-06;9.366000000000001e-06
0.2;1.089e-05;1.038e-05;9.269e-06;4.1830000000000004e-06;5.766e-06
0.4000000000000001;2.8541999999999997e-06;1.0247e-05;5.198000000000001e-06;6.091000000000001e-06;1.1157e-05
0.6;1.5354e-06;7.237e-06;8.444e-06;1.1342e-05;5.372e-06
