M1\M2;TC = 0.03 s;SEN Auto;3;4
0.0;0.0;0.5;1.0;1.5
-0.3;0.05899;0.056639999999999996;0.05665;0.056580000000000005
-0.25;0.05794;0.05673000000000001;0.05671;0.056639999999999996
-0.19999999999999998;0.05739;0.05679;0.056760000000000005;0.05673000000000001
-0.14999999999999997;0.057120000000000004;0.056830000000000006;0.056780000000000004;0.05675
-0.09999999999999998;0.057139999999999996;0.05686;0.056839999999999995;0.0567
-0.04999999999999999;0.05715;0.05705;0.056839999999999995;0.05661
5.551115123125783e-17;0.05646;0.05695;0.056960000000000004;0.056620000000000004
0.050000000000000044;0.051989999999999995;0.054580000000000004;0.05476;0.05275
0.10000000000000003;0.0298;0.031220000000000005;0.03261;0.033220000000000006
0.15000000000000002;0.008523000000000001;0.006507000000000001;0.006494;0.008841
0.2;0.004053;0.0034439999999999996;0.003406;0.003924
0.25000000000000006;0.0025960000000000002;0.0022944;0.0022286999999999997;0.0023322
0.3000000000000001;0.0018161999999999998;0.001686;0.00165;0.0017100000000000001
0.35000000000000003;0.0013809;0.0012819;0.0012627;0.0013871999999999999
0.4000000000000001;0.0010809;0.0010008;0.0009861000000000002;0.0010794
0.45;0.000915;0.0008697;0.0008657999999999999;0.0009048
0.5;0.0008274;0.0007716;0.0007773000000000001;0.0008226
