M1\M2;TC = 0.03 s;SEN = 0.30000000000000004 V;3;4;5;6;7
0.020000000000000018;0.04014;0.04209;0.04233;0.04206;0.041370000000000004;0.0405;0.03978
0.030000000000000027;0.03354;0.03393;0.03273;0.033240000000000006;0.03429;0.03552;0.036390000000000006
0.040000000000000036;0.02766;0.025890000000000003;0.024030000000000003;0.025230000000000002;0.027960000000000002;0.030870000000000005;0.032970000000000006
0.050000000000000044;0.02238;0.019170000000000003;0.01701;0.01848;0.022410000000000003;0.02652;0.029640000000000003
0.06;0.01752;0.01353;0.01149;0.013380000000000001;0.01776;0.02262;0.026310000000000004
0.07;0.014070000000000001;0.00969;0.0081;0.00969;0.014159999999999999;0.01905;0.023160000000000004
0.08000000000000002;0.011130000000000001;0.0071400000000000005;0.005730000000000001;0.007379999999999999;0.011280000000000002;0.01605;0.02016
0.09000000000000002;0.008910000000000001;0.0054600000000000004;0.00444;0.00585;0.00915;0.013380000000000001;0.0174
0.10000000000000003;0.0072900000000000005;0.00447;0.0036899999999999997;0.0048;0.00744;0.011040000000000001;0.015030000000000002
0.11000000000000004;0.005790000000000001;0.00375;0.00318;0.00405;0.006090000000000001;0.00915;0.01284
0.12;0.00477;0.0030900000000000003;0.0027600000000000003;0.0034200000000000003;0.00504;0.00762;0.01095
0.13;0.00396;0.0026400000000000004;0.00243;0.0029100000000000003;0.00417;0.00636;0.00927
0.14;0.0032700000000000003;0.00234;0.00213;0.00252;0.0036;0.005370000000000001;0.00795
0.15000000000000002;0.0028200000000000005;0.00204;0.0019200000000000003;0.00228;0.00303;0.00456;0.00678
0.16000000000000003;0.00243;0.00183;0.0017100000000000001;0.00201;0.0026400000000000004;0.0038400000000000005;0.005730000000000001
0.17000000000000004;0.00213;0.00165;0.00159;0.00183;0.00234;0.0032700000000000003;0.00492
0.18;0.0018900000000000002;0.0015;0.0014700000000000002;0.00165;0.00204;0.00285;0.00417
0.19;0.00165;0.0013800000000000002;0.0013200000000000002;0.0015300000000000001;0.00186;0.00255;0.0035700000000000003
0.2;0.0015;0.00126;0.00126;0.00144;0.00165;0.00225;0.0031200000000000004
0.21000000000000002;0.0013800000000000002;0.00117;0.0012;0.0012900000000000001;0.0015600000000000002;0.00201;0.0027300000000000002
0.22000000000000003;0.00123;0.00108;0.00108;0.00117;0.0014700000000000002;0.00186;0.00243
0.23000000000000004;0.00111;0.00105;0.00099;0.00114;0.0013200000000000002;0.00165;0.00222
0.24000000000000005;0.00105;0.0009600000000000001;0.0009;0.00102;0.00123;0.00159;0.00201
0.25000000000000006;0.0009600000000000001;0.00084;0.00084;0.00093;0.00117;0.0014700000000000002;0.00186
0.26000000000000006;0.0009;0.0007800000000000001;0.0007800000000000001;0.0008700000000000001;0.00102;0.00135;0.0017100000000000001
0.2700000000000001;0.00084;0.0007800000000000001;0.00075;0.00081;0.0009600000000000001;0.0012900000000000001;0.00165
0.27999999999999997;0.0007800000000000001;0.0006900000000000001;0.0007800000000000001;0.00072;0.0009;0.00117;0.0015300000000000001
0.29;0.00072;0.0006600000000000001;0.0006;0.0006900000000000001;0.0008700000000000001;0.00108;0.0014700000000000002
0.3;0.0006600000000000001;0.0006;0.00063;0.00063;0.00081;0.00108;0.00135
0.31;0.0006600000000000001;0.00057;0.00051;0.00063;0.00075;0.0009600000000000001;0.0012900000000000001
0.32;0.0006;0.00054;0.00048000000000000007;0.00057;0.0006900000000000001;0.00093;0.0012
0.33;0.00054;0.00048000000000000007;0.00048000000000000007;0.00054;0.0006;0.00081;0.00108
0.34;0.00051;0.00045;0.00045;0.00045;0.00063;0.00072;0.00105
0.35000000000000003;0.00048000000000000007;0.00045;0.00045;0.00048000000000000007;0.00054;0.0006900000000000001;0.0009600000000000001
0.36000000000000004;0.00042;0.00045;0.00045;0.00045;0.00048000000000000007;0.00063;0.0008700000000000001
0.37000000000000005;0.00042;0.00042;0.00039000000000000005;0.00045;0.00045;0.00057;0.0007800000000000001
0.38000000000000006;0.00045;0.00042;0.00039000000000000005;0.00042;0.00042;0.00051;0.00072
0.39000000000000007;0.00039000000000000005;0.00039000000000000005;0.00036;0.00042;0.00039000000000000005;0.00051;0.00063
0.4;0.00039000000000000005;0.00033000000000000005;0.00033000000000000005;0.00039000000000000005;0.00036;0.00045;0.0006
