M1\M2;TC = 0.03 s;SEN = 0.30000000000000004 V;3;4;5;6;7
0.0;-2.0;-1.5;-1.0;-0.5;0.0;0.5;1.0
-0.3;0.07908000000000001;0.07875;0.07866000000000001;0.07851;0.07839000000000002;0.07839000000000002;0.07842
-0.29;0.07914000000000002;0.0789;0.07866000000000001;0.07869000000000001;0.07851;0.07839000000000002;0.0786
-0.27999999999999997;0.07923000000000001;0.07887000000000001;0.07863;0.0786;0.0786;0.07836;0.07857
-0.27;0.0792;0.07881;0.07875;0.07863;0.0786;0.07842;0.07863
-0.26;0.07914000000000002;0.07896;0.07866000000000001;0.07863;0.07866000000000001;0.07851;0.07869000000000001
-0.25;0.07917;0.07893;0.07872;0.07875;0.07881;0.07857;0.07875
-0.24;0.07923000000000001;0.0789;0.07866000000000001;0.07875;0.07863;0.07851;0.07869000000000001
-0.22999999999999998;0.07923000000000001;0.07893;0.07872;0.07878;0.07881;0.0786;0.0789
-0.21999999999999997;0.07935;0.07914000000000002;0.07893;0.07878;0.07866000000000001;0.07872;0.07875
-0.21;0.0795;0.07914000000000002;0.07881;0.07893;0.07881;0.07869000000000001;0.07872
-0.19999999999999998;0.07965;0.07926;0.07884000000000001;0.07893;0.07902;0.07875;0.0789
-0.19;0.07962000000000001;0.07929000000000001;0.07905;0.07893;0.07896;0.07896;0.07878
-0.18;0.07968;0.07929000000000001;0.07899;0.07902;0.07899;0.07884000000000001;0.07896
-0.16999999999999998;0.07977000000000001;0.0795;0.07893;0.07899;0.07902;0.07893;0.0789
-0.15999999999999998;0.07986;0.0795;0.07881;0.07911;0.07917;0.07905;0.07908000000000001
-0.15;0.07977000000000001;0.07959000000000001;0.07902;0.07911;0.07926;0.07932;0.07926
-0.13999999999999999;0.07956;0.07962000000000001;0.07905;0.07941000000000001;0.07935;0.07956;0.07929000000000001
-0.12999999999999998;0.07974;0.07956;0.07908000000000001;0.07947;0.07971;0.07977000000000001;0.07932
-0.12;0.07953;0.07965;0.07926;0.07974;0.0798;0.07983000000000001;0.07917
-0.10999999999999999;0.07959000000000001;0.07974;0.07938;0.07989;0.08016000000000001;0.07989;0.07863
-0.09999999999999998;0.07941000000000001;0.0798;0.07962000000000001;0.08007;0.08016000000000001;0.07962000000000001;0.0777
-0.09;0.07938;0.07998000000000001;0.07989;0.08031;0.08007;0.07896;0.07638
-0.07999999999999999;0.07917;0.08013;0.08016000000000001;0.0804;0.07983000000000001;0.07788;0.07434
-0.06999999999999998;0.07875;0.08019000000000001;0.08019000000000001;0.08031;0.07926;0.07647000000000001;0.07203000000000001
-0.06;0.07779000000000001;0.0798;0.08025;0.08007;0.07815;0.07449000000000001;0.06924000000000001
-0.04999999999999999;0.07614000000000001;0.07905;0.0798;0.07941000000000001;0.07653;0.07167000000000001;0.06606000000000001
-0.03999999999999998;0.07359;0.07725;0.07893;0.07806;0.07446;0.06867000000000001;0.062430000000000006
-0.02999999999999997;0.06984000000000001;0.07452;0.07671;0.07575;0.07113000000000001;0.06486;0.05883000000000001
-0.019999999999999962;0.06513000000000001;0.07029;0.07311000000000001;0.07218000000000001;0.06702000000000001;0.06063000000000001;0.055080000000000004
-0.010000000000000009;0.05976;0.06495;0.06759000000000001;0.06681000000000001;0.06183000000000001;0.05595;0.051
0.0;0.053070000000000006;0.058170000000000006;0.06021;0.05964;0.05553000000000001;0.050910000000000004;0.04713
0.010000000000000009;0.04653;0.05049;0.05178000000000001;0.05133000000000001;0.0486;0.04569;0.043440000000000006
