M1\M2;TC = 0.03 s;SEN = 0.003 V;3;4;5
0.0;7.0;7.25;7.5;7.75;8.0
0.3;0.005015100000000001;0.0049386000000000005;0.0050559;0.0052128;0.0049782
0.4;0.0050211;0.0050769;0.0049386000000000005;0.0051402;0.004997400000000001
0.5;0.0049848;0.004942800000000001;0.0049242;0.004920600000000001;0.0049152
0.6000000000000001;0.0044799;0.0041631;0.0038937;0.0036813;0.0031308
0.7;0.0018615000000000003;0.0018999;0.0018189;0.0017423999999999999;0.0014832
0.8;0.0009593999999999999;0.0009159000000000001;0.0008640000000000001;0.0008064;0.0007323000000000001
