M1\M2;TC = 0.03 s;SEN Auto;3
0.0;7.5;8.0;8.5
3.4;0.046220000000000004;0.04616;0.04619
3.4296296296296296;0.04624;0.04617;0.04624
3.4592592592592593;0.04619;0.04625;0.046220000000000004
3.488888888888889;0.046220000000000004;0.04624;0.046220000000000004
3.5185185185185186;0.046220000000000004;0.046220000000000004;0.046270000000000006
3.5481481481481483;0.04623;0.04624;0.04621
3.577777777777778;0.0463;0.04626;0.04626
3.6074074074074076;0.04633;0.04625;0.04626
3.637037037037037;0.04644;0.046310000000000004;0.04628
3.6666666666666665;0.046470000000000004;0.04642;0.0463
3.696296296296296;0.04639;0.0464;0.046290000000000005
3.725925925925926;0.04624;0.0464;0.046340000000000006
3.7555555555555555;0.0458;0.04614;0.04625
3.785185185185185;0.045290000000000004;0.045970000000000004;0.0461
3.814814814814815;0.042690000000000006;0.04506;0.045810000000000003
3.8444444444444446;0.0377;0.042390000000000004;0.044680000000000004
3.8740740740740742;0.028390000000000002;0.03365;0.03823
3.903703703703704;0.015279;0.01617;0.019119
3.9333333333333336;0.0075;0.005517;0.004891
3.9629629629629632;0.003796;0.002592;0.0020319
3.992592592592593;0.0019776;0.0012303000000000001;0.0012531
4.022222222222222;0.0011196;0.0009075000000000001;0.0008463000000000001
4.051851851851852;0.0007071;0.0007871999999999999;0.0006002
4.0814814814814815;0.0005047;0.0004298;0.0004469
4.111111111111112;0.00041349999999999997;0.0004149;0.0003801
4.140740740740741;0.0003577;0.0002502;0.0003175
4.170370370370371;0.0002542;0.0003218;0.0002679
4.2;0.0002124;0.00027978;0.00020478
